gbifID,countryCode,stateProvince,decimalLatitude,decimalLongitude,eventDate,year,month,day,datasetName,basisOfRecord,date,date_str,temp_mean,precip,humidity,wind_max
6135640093,GB,England,52.4,-0.4,2007-08-15,2007,8,15.0,Fungus Conservation Trust - CATE,HUMAN_OBSERVATION,2007-08-15,2007-08-15,,,,
442066369,DE,,51.254852,11.668801,2007-09-02,2007,9,2.0,,PRESERVED_SPECIMEN,2007-09-02,2007-09-02,16.5,0.0,71.0,17.2
3119987179,CH,Ti,45.97471,8.89015,2007-09-13,2007,9,13.0,,HUMAN_OBSERVATION,2007-09-13,2007-09-13,18.6,0.0,71.0,6.6
3120016210,CH,Ti,46.01968,8.89135,2007-09-14,2007,9,14.0,,HUMAN_OBSERVATION,2007-09-14,2007-09-14,15.8,0.0,74.0,5.0
3120326142,CH,Vs,46.25389,7.34139,2007-09-29,2007,9,29.0,,HUMAN_OBSERVATION,2007-09-29,2007-09-29,7.7,0.0,71.0,6.3
3120358173,CH,Ti,45.97471,8.89015,2007-09-11,2007,9,11.0,,HUMAN_OBSERVATION,2007-09-11,2007-09-11,19.1,0.0,56.0,11.5
2846032370,DE,,49.0,8.4,2006-07-16,2006,7,16.0,,PRESERVED_SPECIMEN,2006-07-16,2006-07-16,23.2,0.0,44.0,18.0
3120016209,CH,Vs,46.29887,7.53598,2006-08-11,2006,8,11.0,,HUMAN_OBSERVATION,2006-08-11,2006-08-11,13.6,10.4,89.0,7.1
3120386746,CH,Ge,46.24685,6.1744,2006-08-15,2006,8,15.0,,HUMAN_OBSERVATION,2006-08-15,2006-08-15,,,,
5079612974,AT,,47.72286,16.37096,2006-08-23,2006,8,23.0,,HUMAN_OBSERVATION,2006-08-23,2006-08-23,,,,
2846009045,DE,,50.0,8.1,2006-10-01,2006,10,1.0,,PRESERVED_SPECIMEN,2006-10-01,2006-10-01,,,,
5079608319,AT,,47.72286,16.37096,2006-10-17,2006,10,17.0,,HUMAN_OBSERVATION,2006-10-17,2006-10-17,7.4,0.0,74.0,14.7
328235461,RO,Giurgiu,44.43333,25.7,2005-09-16,2005,9,16.0,,PRESERVED_SPECIMEN,2005-09-16,2005-09-16,19.1,0.5,83.0,8.4
442064056,DE,,51.177372,11.796452,2003-06-17,2003,6,17.0,,PRESERVED_SPECIMEN,2003-06-17,2003-06-17,,,,
3120256173,CH,Ti,45.88303,9.01655,2002-07-08,2002,7,8.0,,HUMAN_OBSERVATION,2002-07-08,2002-07-08,,,,
5080000433,AT,,48.25404,16.33722,2002-10-05,2002,10,5.0,,PRESERVED_SPECIMEN,2002-10-05,2002-10-05,11.3,0.4,77.0,24.8
3120352763,CH,Ge,46.24685,6.1744,2001-07-15,2001,7,15.0,,HUMAN_OBSERVATION,2001-07-15,2001-07-15,14.7,42.1,92.0,9.2
2845980939,DE,,47.7,9.1,2001-08-30,2001,8,30.0,,PRESERVED_SPECIMEN,2001-08-30,2001-08-30,17.2,3.6,78.0,14.7
