latitude,longitude,elevation,utc_offset_seconds,timezone,timezone_abbreviation
43.198593,27.9403,48.0,10800,Europe/Sofia,GMT+3

time,temperature_2m_max (°C),temperature_2m_min (°C),temperature_2m_mean (°C),precipitation_sum (mm),relative_humidity_2m_mean (%),wind_speed_10m_max (km/h),et0_fao_evapotranspiration (mm)
2010-01-01,16.5,8.7,12.2,0.00,84,23.0,1.08
2010-01-02,11.8,2.7,9.1,1.50,79,16.3,0.91
2010-01-03,2.2,0.3,1.3,2.20,79,15.2,0.44
2010-01-04,-0.2,-2.9,-1.4,0.30,78,16.9,0.61
2010-01-05,4.8,-1.5,1.8,0.00,73,15.4,0.83
2010-01-06,12.1,4.6,8.9,3.00,81,21.5,0.80
2010-01-07,15.6,11.4,13.0,0.10,87,21.4,0.88
2010-01-08,11.1,6.7,8.9,0.00,97,13.0,0.47
2010-01-09,14.2,8.9,11.4,0.00,84,20.4,0.90
2010-01-10,13.1,10.0,11.6,0.50,77,17.1,1.05
2010-01-11,10.3,6.4,8.1,0.00,79,28.5,1.07
2010-01-12,7.9,3.6,5.8,0.00,78,11.2,0.79
2010-01-13,5.0,2.2,4.2,3.20,85,16.8,0.47
2010-01-14,3.7,0.2,1.7,1.60,80,11.4,0.65
2010-01-15,4.3,-1.3,1.3,0.00,73,8.0,0.81
2010-01-16,1.3,-0.8,0.3,0.00,76,17.6,0.61
2010-01-17,4.4,-0.1,2.1,1.20,84,16.4,0.52
2010-01-18,6.0,-1.3,3.7,14.80,90,22.1,0.31
2010-01-19,-1.7,-5.7,-4.0,19.00,88,26.8,0.30
2010-01-20,-4.1,-5.9,-5.1,0.70,85,21.4,0.40
2010-01-21,-4.0,-8.2,-5.8,0.00,86,12.1,0.50
2010-01-22,-6.2,-9.8,-7.9,0.00,87,27.6,0.36
2010-01-23,-6.1,-10.9,-9.1,3.40,82,29.6,0.38
2010-01-24,-9.9,-14.5,-12.6,0.40,77,21.6,0.46
2010-01-25,-13.2,-18.2,-15.5,0.00,77,19.0,0.39
2010-01-26,-3.6,-16.8,-10.8,0.00,78,9.4,0.59
2010-01-27,2.2,-5.7,-2.1,0.00,75,9.2,0.67
2010-01-28,-0.7,-8.0,-4.3,0.00,86,14.5,0.64
2010-01-29,-0.1,-4.0,-2.1,2.30,84,20.0,0.62
2010-01-30,4.3,-6.3,-0.2,0.00,89,11.9,0.61
2010-01-31,7.8,1.9,5.0,4.50,94,13.2,0.57
2010-02-01,7.7,-0.5,2.9,10.20,88,25.8,0.71
2010-02-02,-0.4,-3.5,-1.9,0.00,81,25.0,0.66
2010-02-03,0.1,-4.2,-2.4,0.00,76,23.2,0.93
2010-02-04,1.7,-4.1,-1.7,0.00,73,15.0,0.95
2010-02-05,-0.3,-4.5,-2.6,0.00,82,14.0,0.76
2010-02-06,3.1,-4.2,0.4,0.90,86,14.4,0.61
2010-02-07,4.3,2.5,3.5,21.40,90,23.9,0.34
2010-02-08,2.3,-4.9,-1.2,17.00,91,26.1,0.30
2010-02-09,-0.2,-5.0,-3.1,3.60,83,23.7,0.75
2010-02-10,4.5,-5.4,0.1,1.00,87,22.6,0.78
2010-02-11,9.3,4.9,7.3,9.70,91,23.0,0.60
2010-02-12,11.4,4.9,8.0,0.00,88,14.0,1.14
2010-02-13,12.1,3.2,9.3,4.30,72,26.4,1.87
2010-02-14,10.8,1.6,5.5,1.00,77,16.7,1.48
2010-02-15,6.4,0.4,4.2,19.50,92,25.8,0.34
2010-02-16,8.6,-0.3,3.7,0.00,79,10.3,1.24
2010-02-17,7.3,3.1,5.5,5.10,94,15.0,0.40
2010-02-18,10.8,5.1,7.6,3.50,97,7.9,0.76
2010-02-19,14.0,4.8,8.3,0.20,86,12.2,1.55
2010-02-20,19.0,9.2,13.5,0.10,74,21.6,2.26
2010-02-21,13.1,3.9,9.8,2.10,70,26.9,1.77
2010-02-22,8.5,1.5,4.8,0.20,74,20.3,1.62
2010-02-23,10.1,4.1,6.6,0.30,84,9.5,1.29
2010-02-24,12.1,3.7,7.6,0.10,91,9.3,1.46
2010-02-25,9.3,6.4,7.8,0.00,93,12.5,0.57
2010-02-26,10.3,3.4,6.6,0.00,88,9.9,1.40
2010-02-27,7.9,5.5,6.6,3.30,94,15.3,0.56
2010-02-28,9.0,5.8,6.9,0.30,89,12.1,0.92
2010-03-01,12.5,5.7,8.7,1.50,87,13.0,1.37
2010-03-02,10.6,7.2,8.8,5.90,93,12.8,0.69
2010-03-03,10.7,4.3,7.5,0.00,84,13.6,1.49
2010-03-04,8.1,3.5,6.0,0.40,88,17.7,0.82
2010-03-05,9.2,4.4,6.7,2.50,88,22.5,0.91
2010-03-06,3.3,0.4,2.3,1.70,74,22.7,1.15
2010-03-07,4.2,-1.8,1.2,0.00,64,20.0,1.67
2010-03-08,3.2,1.0,2.0,14.40,77,28.8,0.76
2010-03-09,1.7,-2.5,-0.2,17.90,89,26.8,0.50
2010-03-10,2.7,-4.4,-1.0,0.00,83,19.4,0.80
2010-03-11,6.3,2.8,4.7,3.00,87,19.5,0.77
2010-03-12,9.7,1.1,5.0,0.00,86,18.2,1.56
2010-03-13,9.0,1.2,4.6,0.00,60,25.6,2.37
2010-03-14,9.9,1.3,4.9,0.00,67,19.6,2.14
2010-03-15,10.7,1.3,5.6,0.00,67,25.8,2.31
2010-03-16,8.5,-0.5,4.1,0.00,64,19.5,2.16
2010-03-17,6.4,0.9,4.0,0.20,60,15.6,1.96
2010-03-18,10.2,0.6,4.8,0.00,66,13.3,2.20
2010-03-19,11.1,0.8,5.7,0.00,73,9.7,2.41
2010-03-20,14.4,3.3,8.5,0.00,73,11.5,2.58
2010-03-21,18.7,5.4,12.1,0.00,70,15.6,3.01
2010-03-22,19.8,9.6,14.4,0.00,67,16.4,3.10
2010-03-23,13.6,6.8,9.8,1.50,83,17.8,1.15
2010-03-24,12.5,5.9,8.8,0.00,83,11.8,2.04
2010-03-25,12.5,6.9,9.4,0.00,78,17.3,2.16
2010-03-26,10.8,4.0,7.3,0.00,82,12.6,2.13
2010-03-27,10.5,3.7,7.0,0.00,84,15.5,2.17
2010-03-28,12.2,6.0,8.4,6.70,89,13.7,1.89
2010-03-29,9.3,6.0,7.5,12.00,87,23.7,0.69
2010-03-30,16.2,5.1,10.4,0.00,76,11.7,2.97
2010-03-31,15.4,7.2,11.1,0.70,81,16.0,1.90
2010-04-01,18.2,7.9,12.8,0.10,73,20.2,3.07
2010-04-02,15.3,6.8,10.8,0.00,78,9.0,2.78
2010-04-03,14.8,6.4,10.4,3.90,85,11.5,2.28
2010-04-04,15.3,5.3,10.0,0.00,80,10.5,3.04
2010-04-05,13.3,5.5,9.6,0.40,85,14.1,2.41
2010-04-06,12.4,8.2,10.0,3.90,89,12.8,1.79
2010-04-07,13.8,7.8,10.8,0.10,70,32.2,2.65
2010-04-08,14.5,7.8,10.9,0.00,69,21.7,2.62
2010-04-09,13.3,6.6,10.2,2.30,79,9.2,2.62
2010-04-10,14.3,4.3,9.5,2.80,84,8.7,2.64
2010-04-11,12.5,5.6,9.0,0.00,85,16.2,2.28
2010-04-12,13.0,5.8,9.6,0.00,80,7.2,2.35
2010-04-13,13.3,4.1,9.4,0.00,84,13.6,2.52
2010-04-14,11.6,6.0,9.0,0.00,88,13.6,1.66
2010-04-15,13.0,7.9,10.2,0.00,84,16.4,2.03
2010-04-16,15.9,8.9,12.5,1.90,86,10.0,2.14
2010-04-17,13.6,10.2,12.0,9.60,88,10.2,1.12
2010-04-18,14.0,7.3,10.7,0.00,83,18.3,2.85
2010-04-19,13.8,7.9,10.6,0.40,83,18.2,2.60
2010-04-20,14.6,8.8,11.8,0.80,90,15.2,1.14
2010-04-21,16.4,9.2,12.3,2.30,78,17.1,2.37
2010-04-22,19.2,9.9,14.4,0.00,68,13.2,3.94
2010-04-23,15.7,9.4,12.6,0.30,85,12.4,2.70
2010-04-24,16.5,8.4,12.5,0.00,85,14.2,2.94
2010-04-25,15.0,10.7,12.7,0.00,74,15.4,2.34
2010-04-26,14.5,9.1,11.9,0.00,68,23.3,3.52
2010-04-27,13.4,8.1,10.6,0.00,65,20.1,3.56
2010-04-28,14.4,5.6,10.4,0.00,64,11.2,3.78
2010-04-29,16.5,4.9,11.2,0.00,63,9.7,3.82
2010-04-30,17.2,6.7,12.6,0.00,71,11.2,3.28
2010-05-01,17.2,10.4,13.6,0.00,68,12.5,3.95
2010-05-02,17.6,9.7,13.5,0.00,76,12.9,3.89
2010-05-03,17.9,8.7,13.2,0.00,83,13.7,3.65
2010-05-04,17.8,9.4,13.6,0.00,84,11.3,3.57
2010-05-05,18.2,11.1,14.2,0.00,83,10.8,3.65
2010-05-06,16.5,11.4,13.8,0.00,84,15.5,3.02
2010-05-07,18.4,12.3,15.1,1.00,82,12.8,3.61
2010-05-08,21.7,12.4,16.9,0.00,74,14.2,4.19
2010-05-09,18.2,13.4,15.6,16.20,86,13.2,2.24
2010-05-10,21.1,12.7,16.9,0.80,74,15.8,3.65
2010-05-11,22.7,11.4,17.7,0.30,77,7.8,4.34
2010-05-12,21.9,14.8,18.2,0.00,77,13.8,3.91
2010-05-13,21.6,15.3,18.0,0.00,77,14.3,3.84
2010-05-14,23.7,14.3,19.3,0.50,78,13.6,4.09
2010-05-15,21.9,15.6,18.8,1.00,85,21.9,2.65
2010-05-16,23.4,14.4,19.7,0.90,65,19.1,4.87
2010-05-17,16.4,10.5,13.6,0.90,66,25.5,3.27
2010-05-18,15.6,10.1,13.3,0.00,63,20.5,2.97
2010-05-19,16.8,11.8,14.2,0.20,64,17.3,3.00
2010-05-20,18.2,10.5,14.5,0.20,65,14.0,3.55
2010-05-21,19.5,11.1,15.4,7.60,77,10.1,3.34
2010-05-22,17.6,11.3,14.9,8.40,86,11.5,2.83
2010-05-23,20.0,10.8,15.3,4.30,84,11.9,3.31
2010-05-24,21.6,12.3,17.0,1.40,78,11.8,3.86
2010-05-25,24.0,13.5,19.2,0.10,71,16.9,4.57
2010-05-26,26.3,16.1,21.5,0.00,65,10.8,5.17
2010-05-27,27.2,16.6,22.3,0.00,67,11.2,5.35
2010-05-28,27.1,16.7,22.4,1.60,70,10.8,4.89
2010-05-29,24.0,17.4,20.6,4.90,83,10.1,3.85
2010-05-30,23.7,16.9,20.2,8.00,86,11.5,3.67
2010-05-31,25.0,17.9,21.5,1.10,82,14.0,4.30
2010-06-01,25.3,14.1,21.0,0.40,74,20.7,3.79
2010-06-02,21.1,13.6,16.5,1.10,68,19.7,3.31
2010-06-03,21.8,13.9,18.1,1.30,76,12.6,3.97
2010-06-04,23.7,16.0,19.8,0.20,80,10.5,4.15
2010-06-05,24.2,16.2,20.5,1.90,78,10.7,4.07
2010-06-06,22.1,18.3,20.0,0.00,72,22.1,4.04
2010-06-07,25.1,16.3,20.6,0.00,57,21.3,5.52
2010-06-08,24.9,19.4,21.5,1.30,70,13.6,4.16
2010-06-09,24.5,17.8,21.2,7.70,82,12.0,4.13
2010-06-10,27.1,16.0,21.8,0.00,78,13.7,4.90
2010-06-11,28.3,15.9,22.8,0.00,69,9.1,5.65
2010-06-12,29.1,18.2,23.9,0.00,67,9.2,5.81
2010-06-13,27.8,18.1,23.4,0.00,80,10.0,5.21
2010-06-14,27.9,18.9,23.5,0.00,82,10.5,5.14
2010-06-15,30.2,19.8,24.9,1.00,81,7.2,4.99
2010-06-16,27.1,22.0,24.4,2.70,85,12.1,3.58
2010-06-17,27.1,20.1,23.6,1.20,78,18.4,4.74
2010-06-18,23.4,18.9,21.1,0.40,72,13.8,3.45
2010-06-19,24.8,18.9,21.7,0.00,71,14.6,4.54
2010-06-20,25.2,20.3,22.5,0.00,78,15.8,4.24
2010-06-21,25.6,19.9,22.8,0.30,81,17.4,4.22
2010-06-22,24.9,19.1,21.6,6.90,75,11.9,4.41
2010-06-23,21.6,16.2,18.9,10.10,83,19.0,2.35
2010-06-24,19.2,13.9,16.4,8.00,77,27.4,2.45
2010-06-25,19.4,15.7,17.7,4.10,76,13.5,2.00
2010-06-26,23.0,16.7,19.7,0.10,70,14.4,3.68
2010-06-27,23.9,16.8,20.3,0.40,74,9.6,4.50
2010-06-28,24.4,16.4,20.7,5.40,80,8.4,3.96
2010-06-29,20.0,17.9,18.9,15.30,89,8.2,1.24
2010-06-30,23.4,16.5,20.6,0.90,82,10.3,3.85
2010-07-01,28.4,19.3,23.2,2.70,79,17.8,4.83
2010-07-02,28.1,20.5,24.2,0.50,77,13.4,4.97
2010-07-03,26.2,20.9,23.1,7.60,77,14.2,3.86
2010-07-04,26.3,18.0,22.2,1.00,81,12.8,4.70
2010-07-05,25.1,18.8,22.1,1.80,79,11.1,3.96
2010-07-06,26.8,18.2,22.7,3.10,74,10.1,4.68
2010-07-07,27.5,19.1,23.4,0.10,65,15.2,5.27
2010-07-08,22.2,17.9,19.8,15.80,75,20.1,2.83
2010-07-09,21.5,18.1,19.4,37.60,91,28.2,1.20
2010-07-10,22.9,18.5,20.5,5.10,86,23.8,2.25
2010-07-11,25.6,19.4,22.4,5.50,81,19.5,3.57
2010-07-12,27.8,20.1,24.0,1.00,80,9.8,4.66
2010-07-13,28.5,21.0,24.8,2.10,80,8.7,4.93
2010-07-14,28.8,21.9,25.0,2.00,82,10.8,4.61
2010-07-15,28.2,22.0,24.6,6.80,84,13.4,4.41
2010-07-16,29.0,21.8,25.2,0.90,83,15.3,4.57
2010-07-17,29.4,20.3,25.0,0.20,76,11.0,4.86
2010-07-18,29.1,20.7,25.2,0.00,76,11.6,5.01
2010-07-19,30.1,21.5,25.7,1.60,72,17.3,5.16
2010-07-20,28.4,22.7,24.9,8.30,79,18.4,4.37
2010-07-21,29.4,22.2,25.9,0.60,76,16.4,5.17
2010-07-22,30.5,22.9,26.5,0.70,75,16.2,5.30
2010-07-23,29.6,22.6,26.0,5.70,80,11.3,4.67
2010-07-24,29.3,21.1,24.9,0.00,78,11.4,5.05
2010-07-25,28.2,22.2,25.0,0.00,76,8.4,4.89
2010-07-26,27.4,21.1,24.3,2.40,78,13.2,4.15
2010-07-27,25.9,19.1,22.4,0.20,79,12.8,3.61
2010-07-28,26.5,19.8,22.9,0.00,64,14.9,5.25
2010-07-29,27.5,18.8,23.0,0.00,60,16.3,5.13
2010-07-30,26.7,18.7,23.4,0.00,72,14.5,4.37
2010-07-31,29.3,21.4,25.2,0.00,78,14.4,4.72
2010-08-01,31.6,22.4,26.8,0.00,75,15.0,4.64
2010-08-02,32.5,24.2,28.0,0.00,67,20.8,5.93
2010-08-03,31.9,24.3,28.1,0.00,67,12.2,5.68
2010-08-04,31.6,22.7,27.2,0.00,78,13.4,5.37
2010-08-05,29.5,23.4,26.4,0.50,83,16.1,3.66
2010-08-06,31.0,23.4,26.9,0.00,82,13.8,4.75
2010-08-07,31.2,24.5,27.5,0.00,82,9.6,4.68
2010-08-08,32.2,24.3,28.0,0.00,75,11.7,4.99
2010-08-09,32.6,24.2,28.2,0.00,66,19.5,5.50
2010-08-10,33.4,23.8,28.4,0.00,62,17.6,5.97
2010-08-11,34.5,24.4,29.3,0.10,57,17.3,6.40
2010-08-12,33.5,25.2,29.0,0.20,65,17.1,5.94
2010-08-13,34.2,24.3,28.9,0.00,72,13.7,5.56
2010-08-14,32.2,25.2,28.2,1.40,80,12.7,4.44
2010-08-15,33.1,24.5,28.5,0.00,71,14.8,5.44
2010-08-16,33.5,23.5,28.2,0.00,69,14.0,5.53
2010-08-17,31.4,23.8,27.5,0.00,79,14.1,4.61
2010-08-18,31.9,24.4,27.5,0.00,59,15.6,5.36
2010-08-19,30.8,22.2,26.8,0.00,58,7.1,4.76
2010-08-20,29.7,23.1,26.4,0.00,57,14.4,4.75
2010-08-21,27.3,21.7,24.3,0.00,52,15.5,5.39
2010-08-22,25.7,20.0,22.8,0.00,57,19.5,4.47
2010-08-23,26.6,19.6,22.9,0.00,55,15.5,4.33
2010-08-24,27.3,17.7,22.8,0.00,65,10.2,4.52
2010-08-25,30.4,18.2,24.6,0.00,68,6.9,4.53
2010-08-26,28.0,22.8,25.3,0.00,62,16.8,4.64
2010-08-27,29.5,20.2,25.0,0.00,65,13.9,4.86
2010-08-28,32.0,22.0,26.4,0.00,67,14.1,5.06
2010-08-29,27.9,21.2,24.8,0.00,71,23.2,4.62
2010-08-30,23.0,18.7,21.1,1.20,72,16.3,2.40
2010-08-31,28.1,17.2,23.5,1.30,70,23.8,4.28
2010-09-01,22.0,15.4,17.8,0.20,52,29.0,4.69
2010-09-02,22.9,15.3,18.9,0.00,47,32.8,5.27
2010-09-03,23.9,14.9,19.6,0.00,51,8.7,4.20
2010-09-04,23.3,15.8,20.2,1.10,66,13.1,3.43
2010-09-05,23.3,17.6,20.1,4.20,74,10.8,2.69
2010-09-06,23.6,16.5,20.0,0.00,71,9.7,3.31
2010-09-07,23.5,16.6,20.4,0.20,73,11.0,3.25
2010-09-08,25.4,18.2,21.6,0.00,74,13.5,3.84
2010-09-09,25.1,19.1,22.0,0.00,79,15.9,3.56
2010-09-10,21.9,18.3,20.7,0.60,76,24.8,2.66
2010-09-11,21.4,18.3,19.5,0.00,62,21.3,3.46
2010-09-12,21.7,17.2,19.3,0.30,67,21.1,2.80
2010-09-13,23.2,16.3,19.2,1.10,58,18.5,3.86
2010-09-14,25.6,18.5,21.3,0.00,58,13.9,3.90
2010-09-15,25.8,16.5,20.7,0.00,66,12.2,3.70
2010-09-16,25.2,14.6,20.2,0.00,72,10.4,3.62
2010-09-17,25.9,15.7,20.5,0.00,80,12.4,3.31
2010-09-18,28.5,17.6,22.8,0.00,71,9.5,3.69
2010-09-19,26.2,18.5,22.3,0.00,80,13.4,3.31
2010-09-20,22.7,15.0,19.7,1.80,82,24.6,2.40
2010-09-21,21.6,12.9,16.6,0.00,62,19.0,3.55
2010-09-22,21.0,13.2,17.0,0.00,61,12.7,3.42
2010-09-23,22.0,13.7,17.7,0.00,66,17.6,3.22
2010-09-24,21.6,14.9,18.4,0.00,65,18.4,2.90
2010-09-25,22.5,18.0,20.0,0.00,75,14.6,2.34
2010-09-26,25.8,19.2,22.2,1.10,80,21.2,2.88
2010-09-27,25.5,19.0,22.3,0.00,75,12.7,2.77
2010-09-28,25.4,16.2,21.0,0.00,73,11.7,2.84
2010-09-29,24.3,15.2,19.4,14.50,84,24.3,2.31
2010-09-30,18.8,13.7,15.8,2.70,70,22.9,2.72
2010-10-01,17.6,11.4,14.4,0.00,60,16.5,2.74
2010-10-02,16.1,10.4,13.3,0.60,77,10.9,2.03
2010-10-03,15.1,10.5,12.8,1.20,77,15.6,1.93
2010-10-04,15.3,9.5,12.2,0.00,68,13.7,2.22
2010-10-05,13.9,11.7,12.7,3.50,75,13.8,1.17
2010-10-06,13.8,12.1,12.9,6.10,77,22.5,1.19
2010-10-07,12.3,8.5,10.5,3.50,77,22.5,1.32
2010-10-08,9.3,5.8,7.7,2.20,73,29.4,1.49
2010-10-09,8.7,7.4,8.2,5.50,74,29.3,1.44
2010-10-10,12.1,8.1,10.1,2.00,74,28.3,1.64
2010-10-11,16.8,8.4,12.3,0.00,71,10.8,2.22
2010-10-12,17.2,8.9,13.3,0.00,82,8.4,1.62
2010-10-13,17.4,11.3,14.2,0.00,81,11.6,1.77
2010-10-14,13.7,12.4,13.0,5.70,83,16.7,0.84
2010-10-15,13.3,11.9,12.5,2.90,87,10.7,0.53
2010-10-16,14.6,11.6,13.1,0.00,85,13.8,0.93
2010-10-17,18.1,13.0,15.2,0.40,87,7.6,1.14
2010-10-18,15.2,14.4,14.8,13.70,96,20.5,0.37
2010-10-19,19.8,15.0,17.2,5.30,89,21.5,1.44
2010-10-20,18.4,15.6,16.9,2.20,86,16.6,1.26
2010-10-21,15.4,12.2,13.7,0.00,75,23.2,1.84
2010-10-22,12.2,7.2,10.0,0.00,63,18.8,2.14
2010-10-23,13.3,5.9,9.9,0.00,71,9.7,1.80
2010-10-24,15.0,10.0,12.4,0.00,77,13.0,1.52
2010-10-25,16.0,10.9,13.6,0.00,82,14.0,1.32
2010-10-26,17.5,13.0,15.0,4.50,86,12.8,1.23
2010-10-27,12.7,7.9,10.6,2.30,84,20.0,0.89
2010-10-28,7.7,6.2,7.0,3.90,75,25.0,1.12
2010-10-29,9.0,3.1,6.0,0.00,66,19.1,1.73
2010-10-30,12.0,2.9,7.2,0.00,73,10.0,1.53
2010-10-31,13.0,5.7,9.6,0.00,80,14.5,1.34
2010-11-01,14.4,9.9,11.7,0.00,84,13.0,1.30
2010-11-02,14.7,9.8,11.5,0.00,90,8.8,1.20
2010-11-03,15.0,8.3,10.9,0.00,90,8.7,1.30
2010-11-04,19.9,7.2,13.1,0.00,79,13.4,1.76
2010-11-05,20.8,10.7,15.0,0.00,72,17.3,2.06
2010-11-06,19.5,11.5,15.0,0.00,71,12.9,1.93
2010-11-07,20.5,8.4,14.0,0.00,77,10.9,1.72
2010-11-08,18.7,10.1,14.7,0.00,81,23.5,1.55
2010-11-09,20.6,17.2,18.5,0.00,72,34.3,2.66
2010-11-10,21.9,17.6,19.2,0.00,68,29.9,3.12
2010-11-11,21.8,16.9,18.8,0.00,72,22.2,2.08
2010-11-12,18.3,13.6,16.0,0.00,87,12.2,1.09
2010-11-13,18.9,11.7,15.1,0.00,84,10.8,1.41
2010-11-14,19.6,11.4,14.5,0.00,90,8.2,1.35
2010-11-15,19.6,12.8,15.3,0.00,84,9.2,1.39
2010-11-16,18.1,11.7,14.1,0.00,88,8.9,1.17
2010-11-17,15.5,11.5,13.0,0.00,95,7.9,0.91
2010-11-18,16.6,12.6,14.1,2.80,91,14.1,0.70
2010-11-19,16.4,7.9,12.2,0.00,89,9.4,1.16
2010-11-20,17.0,10.0,12.5,0.00,88,10.0,1.11
2010-11-21,14.3,8.5,11.2,0.20,94,7.9,0.80
2010-11-22,13.8,11.5,12.3,0.00,91,19.8,0.72
2010-11-23,17.8,11.9,14.2,1.00,79,22.8,1.50
2010-11-24,14.9,8.2,11.2,3.50,86,9.6,1.07
2010-11-25,10.9,6.4,8.5,3.30,73,13.6,1.11
2010-11-26,14.0,8.2,11.3,0.80,84,14.0,0.91
2010-11-27,14.0,9.9,12.4,0.80,79,19.4,0.96
2010-11-28,12.9,9.7,11.1,0.00,81,18.6,0.72
2010-11-29,21.4,13.2,17.2,0.50,74,29.1,2.18
2010-11-30,14.0,10.9,12.2,0.00,71,11.6,0.73
2010-12-01,12.5,9.9,11.0,0.70,89,21.0,0.46
2010-12-02,12.6,8.5,10.8,0.00,92,11.9,0.54
2010-12-03,17.9,8.6,13.3,1.40,85,18.9,1.28
2010-12-04,17.2,13.3,15.5,0.30,80,18.1,1.02
2010-12-05,12.3,2.1,4.5,3.20,75,26.3,0.97
2010-12-06,8.4,0.9,4.9,0.00,77,15.5,0.89
2010-12-07,11.1,5.5,7.8,0.00,79,11.5,0.91
2010-12-08,14.8,4.8,9.4,0.00,85,10.2,0.88
2010-12-09,15.1,7.7,11.1,0.00,86,12.7,0.86
2010-12-10,11.6,0.9,4.2,5.80,76,34.2,0.82
2010-12-11,1.7,-1.7,-0.0,0.00,63,34.6,1.20
2010-12-12,2.3,-2.5,-0.3,0.00,62,16.3,0.99
2010-12-13,5.3,1.1,3.0,0.50,73,8.9,0.63
2010-12-14,3.9,0.3,2.4,0.10,78,19.9,0.62
2010-12-15,1.1,-2.2,-0.6,0.70,59,18.4,0.98
2010-12-16,1.2,-2.9,-0.9,7.80,74,21.4,0.48
2010-12-17,0.3,-4.6,-2.9,8.30,87,28.8,0.32
2010-12-18,6.1,-9.2,-2.2,0.00,84,23.2,0.69
2010-12-19,5.9,-2.5,1.3,0.40,75,28.3,0.80
2010-12-20,6.7,-4.2,2.5,0.70,83,13.6,0.62
2010-12-21,13.1,5.4,8.9,0.00,93,11.9,0.74
2010-12-22,14.2,8.7,11.3,0.00,94,18.7,0.58
2010-12-23,13.6,9.2,11.1,0.00,91,18.5,0.59
2010-12-24,14.3,8.6,11.1,0.00,89,21.6,0.88
2010-12-25,16.1,11.1,13.2,0.10,79,22.2,1.17
2010-12-26,11.3,6.3,9.4,1.10,78,16.9,0.85
2010-12-27,5.9,2.5,4.3,3.10,91,16.9,0.25
2010-12-28,2.0,-1.7,0.8,5.70,83,21.2,0.55
2010-12-29,1.7,-2.0,-0.5,0.00,74,13.3,0.59
2010-12-30,1.6,-2.6,-0.9,0.00,73,10.5,0.68
2010-12-31,3.7,-2.8,-0.4,0.00,69,8.8,0.75
2011-01-01,6.6,-1.3,1.9,0.00,72,11.9,0.89
2011-01-02,7.4,-0.9,2.9,0.00,80,9.1,0.75
2011-01-03,2.1,-0.1,0.9,9.40,92,21.8,0.24
2011-01-04,-0.0,-3.6,-1.7,0.90,80,21.5,0.65
2011-01-05,3.1,-4.9,-1.1,0.00,79,13.0,0.62
2011-01-06,3.4,-2.3,0.9,0.00,79,9.9,0.65
2011-01-07,6.1,-0.9,2.4,0.00,85,12.4,0.71
2011-01-08,8.2,1.9,4.5,0.00,83,9.2,0.77
2011-01-09,8.0,4.0,5.4,3.20,93,9.3,0.46
2011-01-10,7.9,3.2,5.5,0.00,94,10.6,0.50
2011-01-11,8.3,4.8,6.2,0.00,92,12.5,0.55
2011-01-12,8.6,4.7,6.8,0.00,93,7.7,0.46
2011-01-13,8.9,3.6,5.6,0.00,87,11.2,0.69
2011-01-14,9.5,1.8,5.1,0.00,90,8.3,0.73
2011-01-15,12.5,2.1,6.7,0.00,90,10.2,0.87
2011-01-16,8.6,5.2,7.3,9.40,85,26.0,0.75
2011-01-17,7.7,1.3,4.2,0.00,82,13.3,0.80
2011-01-18,7.5,-0.2,3.1,0.00,95,7.4,0.72
2011-01-19,6.2,1.7,4.1,0.00,94,7.4,0.46
2011-01-20,8.1,4.3,5.9,0.00,88,13.8,0.62
2011-01-21,8.5,2.8,6.1,0.00,94,8.9,0.45
2011-01-22,8.5,6.9,7.7,2.40,97,14.5,0.33
2011-01-23,7.0,-0.7,3.5,6.60,91,22.3,0.37
2011-01-24,2.0,-0.9,0.2,1.10,79,12.3,0.51
2011-01-25,0.1,-3.2,-0.9,2.30,82,17.9,0.47
2011-01-26,0.8,-5.6,-2.5,0.00,80,14.1,0.78
2011-01-27,5.0,-2.2,1.1,0.00,76,9.0,1.01
2011-01-28,2.3,-1.6,0.4,0.00,83,17.3,0.47
2011-01-29,2.0,-2.6,-0.6,0.00,76,20.7,0.85
2011-01-30,2.4,-4.1,-1.5,0.00,70,12.6,1.01
2011-01-31,0.6,-3.1,-1.8,0.00,69,16.3,0.92
2011-02-01,1.7,-4.0,-1.7,0.00,70,15.0,1.02
2011-02-02,5.7,-2.8,0.2,0.00,62,12.9,1.33
2011-02-03,3.8,-3.0,-0.4,0.00,65,9.8,1.13
2011-02-04,4.8,-3.4,-0.2,0.00,67,11.5,1.19
2011-02-05,9.7,-0.8,3.6,0.00,64,18.4,1.67
2011-02-06,12.8,3.8,7.2,0.00,63,17.2,1.89
2011-02-07,12.7,2.6,7.0,0.00,79,11.1,1.37
2011-02-08,13.5,2.4,7.8,0.00,78,11.9,1.56
2011-02-09,10.3,3.4,6.9,0.00,67,18.3,1.65
2011-02-10,8.2,0.4,4.0,0.00,69,13.0,1.43
2011-02-11,8.8,-0.7,3.7,0.00,75,16.4,1.32
2011-02-12,15.0,3.5,8.1,0.00,57,31.5,2.68
2011-02-13,5.1,-1.4,2.3,0.00,63,13.0,1.34
2011-02-14,6.2,0.4,3.1,0.10,77,16.6,0.82
2011-02-15,0.9,-2.3,-0.7,0.00,61,14.7,1.18
2011-02-16,1.6,-2.5,-0.5,0.00,65,9.6,0.95
2011-02-17,4.9,0.8,3.0,0.40,70,19.7,0.90
2011-02-18,8.2,3.8,5.8,0.60,91,12.8,0.74
2011-02-19,6.8,3.4,5.8,4.30,91,26.8,0.48
