latitude,longitude,elevation,utc_offset_seconds,timezone,timezone_abbreviation
43.40949,24.55772,87.0,10800,Europe/Sofia,GMT+3

time,temperature_2m_max (°C),temperature_2m_min (°C),temperature_2m_mean (°C),precipitation_sum (mm),relative_humidity_2m_mean (%),wind_speed_10m_max (km/h),et0_fao_evapotranspiration (mm)
2010-01-01,14.7,3.3,8.1,0.00,83,8.6,0.76
2010-01-02,9.1,4.9,7.6,3.80,78,22.7,0.69
2010-01-03,4.4,-0.5,2.5,3.60,76,30.0,0.86
2010-01-04,2.2,-2.7,-0.7,0.00,63,30.7,1.15
2010-01-05,2.9,-3.5,-0.8,1.20,75,11.7,0.53
2010-01-06,8.2,-1.4,1.4,0.60,91,10.2,0.62
2010-01-07,10.4,-1.5,3.3,0.30,93,9.5,0.66
2010-01-08,12.0,-0.0,6.1,0.00,92,15.1,0.51
2010-01-09,15.3,4.5,9.2,0.00,91,13.0,0.82
2010-01-10,9.9,4.4,7.0,5.50,95,12.5,0.40
2010-01-11,10.2,3.4,6.1,0.00,80,25.7,1.14
2010-01-12,7.6,-1.0,3.3,0.00,80,14.1,0.89
2010-01-13,5.3,-0.0,2.7,0.00,81,6.8,0.55
2010-01-14,4.7,1.2,2.8,0.00,80,10.9,0.64
2010-01-15,4.5,-0.7,1.5,0.00,81,9.0,0.53
2010-01-16,4.3,-2.1,1.0,0.00,80,15.8,0.71
2010-01-17,2.1,-1.6,0.1,0.00,79,17.7,0.66
2010-01-18,0.2,-2.3,-0.7,10.30,93,10.9,0.28
2010-01-19,-2.1,-4.3,-3.3,3.00,90,9.2,0.38
2010-01-20,-3.4,-6.2,-4.7,4.80,90,13.3,0.34
2010-01-21,-6.1,-12.0,-8.1,0.00,88,11.7,0.41
2010-01-22,-9.0,-11.7,-10.3,0.00,88,12.2,0.27
2010-01-23,-7.4,-11.5,-9.9,0.00,83,5.6,0.43
2010-01-24,-8.2,-16.6,-11.8,0.00,78,11.0,0.49
2010-01-25,-10.4,-21.1,-16.6,0.00,77,10.9,0.43
2010-01-26,-11.9,-21.3,-16.6,0.00,80,10.1,0.40
2010-01-27,-8.7,-15.8,-12.1,3.00,80,7.9,0.36
2010-01-28,-6.4,-12.1,-9.6,0.80,87,8.9,0.47
2010-01-29,0.1,-9.7,-5.4,2.50,85,13.7,0.70
2010-01-30,-1.0,-11.7,-6.9,0.00,87,9.4,0.70
2010-01-31,-0.0,-6.4,-2.8,1.30,94,15.1,0.45
2010-02-01,0.1,-6.6,-2.0,3.60,88,23.8,0.47
2010-02-02,-2.2,-8.3,-4.9,0.00,81,22.7,0.65
2010-02-03,0.4,-9.5,-5.2,0.00,77,13.1,0.88
2010-02-04,3.7,-7.5,-1.3,0.00,77,19.1,1.01
2010-02-05,1.9,-13.0,-5.2,0.00,89,15.0,0.81
2010-02-06,0.9,-6.5,-2.9,4.10,90,14.2,0.39
2010-02-07,0.6,-2.3,-0.8,3.30,95,27.9,0.51
2010-02-08,-2.6,-5.8,-5.1,14.60,89,25.7,0.38
2010-02-09,-1.8,-10.5,-6.2,0.00,84,11.5,0.85
2010-02-10,1.1,-9.8,-5.4,2.10,89,26.2,0.57
2010-02-11,2.3,-1.6,1.2,6.80,96,26.1,0.78
2010-02-12,2.0,-3.6,-0.7,0.00,98,13.0,0.74
2010-02-13,3.5,0.2,1.6,6.20,92,15.0,0.94
2010-02-14,3.3,-3.7,-0.0,0.20,88,14.5,0.94
2010-02-15,1.3,-2.0,0.6,15.10,96,15.2,0.29
2010-02-16,2.1,-5.8,-2.0,0.00,90,11.2,0.96
2010-02-17,2.2,-3.0,-0.3,3.40,94,8.7,0.68
2010-02-18,2.2,-1.2,0.4,2.20,98,5.7,0.60
2010-02-19,6.3,-1.6,2.3,0.20,91,12.3,1.26
2010-02-20,7.0,-0.5,3.4,0.00,92,9.6,1.26
2010-02-21,5.3,2.1,3.7,0.10,82,37.6,1.19
2010-02-22,6.9,-4.3,2.2,0.00,73,22.5,1.50
2010-02-23,12.2,-0.3,4.9,0.20,79,9.8,1.51
2010-02-24,13.8,2.8,7.6,0.00,87,9.6,1.65
2010-02-25,8.2,4.6,6.4,0.10,96,8.4,0.42
2010-02-26,12.7,6.4,8.8,0.00,86,13.3,1.10
2010-02-27,8.4,5.4,7.0,9.60,88,20.7,0.50
2010-02-28,13.8,4.0,8.1,0.00,72,14.3,1.73
2010-03-01,13.3,3.5,8.9,0.00,80,7.5,1.03
2010-03-02,9.8,5.4,7.6,8.50,94,10.0,0.52
2010-03-03,13.1,4.6,8.4,0.00,66,19.6,2.37
2010-03-04,9.5,3.6,6.4,5.40,83,17.8,0.82
2010-03-05,6.2,1.4,4.3,7.30,93,23.0,0.38
2010-03-06,3.5,-1.5,0.7,0.00,56,31.9,1.83
2010-03-07,4.4,-4.6,-0.2,0.00,52,17.3,2.00
2010-03-08,0.9,-2.3,-0.6,9.00,79,25.3,0.67
2010-03-09,-2.6,-4.8,-3.5,10.40,88,23.4,0.65
2010-03-10,-0.1,-6.4,-3.5,0.30,86,27.5,0.80
2010-03-11,1.9,-1.5,-0.1,7.40,95,26.2,0.97
2010-03-12,1.8,-4.7,-1.2,1.00,94,19.9,1.25
2010-03-13,4.5,-1.5,1.3,0.00,76,21.0,1.72
2010-03-14,5.8,0.2,2.7,0.00,77,29.7,1.54
2010-03-15,9.7,1.1,5.0,0.10,65,34.4,2.35
2010-03-16,12.2,-0.1,5.6,0.00,50,22.0,2.96
2010-03-17,7.8,2.6,5.5,0.70,59,26.7,2.31
2010-03-18,12.2,-0.2,5.9,0.00,60,14.2,2.39
2010-03-19,14.7,-0.3,7.3,0.00,66,9.7,2.74
2010-03-20,18.1,1.6,9.6,0.00,67,10.2,2.94
2010-03-21,20.8,6.5,13.2,0.00,58,13.3,3.34
2010-03-22,20.3,7.8,14.0,0.00,67,23.9,3.01
2010-03-23,13.7,9.0,12.1,0.00,83,24.0,1.24
2010-03-24,14.6,7.3,10.6,0.00,86,8.7,1.46
2010-03-25,18.2,8.2,13.0,0.00,73,18.4,3.10
2010-03-26,16.4,5.1,11.1,0.00,64,18.8,3.32
2010-03-27,19.8,3.8,11.6,0.00,74,12.2,3.07
2010-03-28,12.0,7.0,8.8,22.80,91,19.8,0.54
2010-03-29,16.4,6.9,11.2,7.90,68,24.1,3.02
2010-03-30,20.4,4.3,12.9,0.00,56,13.7,3.77
2010-03-31,18.7,8.6,12.8,3.90,75,12.8,2.55
2010-04-01,18.2,6.8,12.3,0.60,73,16.7,3.08
2010-04-02,17.2,6.0,11.5,0.00,74,8.7,2.71
2010-04-03,15.3,5.1,10.1,1.40,75,19.9,2.51
2010-04-04,18.8,3.9,11.7,0.00,65,16.3,3.70
2010-04-05,19.1,7.5,13.1,3.60,78,13.7,2.15
2010-04-06,10.7,8.4,9.4,33.00,93,20.4,0.45
2010-04-07,15.3,8.1,11.0,4.20,80,15.6,2.19
2010-04-08,16.6,6.3,11.4,0.10,76,15.6,2.96
2010-04-09,17.3,5.1,11.4,0.20,73,9.6,3.24
2010-04-10,18.1,5.1,11.8,1.40,73,11.4,3.39
2010-04-11,15.4,6.1,11.2,0.00,64,15.2,3.42
2010-04-12,16.3,6.2,11.5,0.20,70,14.4,3.16
2010-04-13,18.5,4.3,12.2,0.00,67,14.1,3.31
2010-04-14,16.6,10.0,13.0,2.10,71,12.6,2.27
2010-04-15,15.2,6.8,11.5,4.10,80,10.1,1.89
2010-04-16,16.8,8.6,12.7,2.60,84,6.6,2.02
2010-04-17,17.7,10.3,13.7,1.00,73,9.2,2.62
2010-04-18,20.5,8.1,14.2,0.00,69,17.6,3.74
2010-04-19,18.5,8.7,13.5,2.90,73,13.0,2.58
2010-04-20,13.2,11.3,11.9,18.90,95,12.8,0.67
2010-04-21,19.3,10.2,14.4,2.10,70,20.9,3.98
2010-04-22,20.9,9.0,14.9,1.20,66,16.6,3.97
2010-04-23,20.6,8.1,14.7,0.00,78,16.5,3.23
2010-04-24,20.4,11.3,15.5,1.80,85,9.4,2.43
2010-04-25,17.3,11.9,14.6,0.50,84,17.7,1.67
2010-04-26,18.5,10.7,14.4,0.00,62,22.0,4.02
2010-04-27,16.5,5.6,11.6,0.00,60,16.0,4.08
2010-04-28,18.2,5.4,12.4,0.00,64,9.4,4.09
2010-04-29,19.1,7.3,13.3,0.00,67,9.6,3.62
2010-04-30,21.5,6.4,14.8,0.00,68,9.1,4.38
2010-05-01,24.4,8.2,17.0,0.00,66,9.4,4.80
2010-05-02,25.3,10.3,18.3,0.00,69,13.0,4.74
2010-05-03,25.4,11.8,19.1,0.00,72,14.5,4.51
2010-05-04,23.9,12.2,18.6,0.00,76,9.8,4.14
2010-05-05,24.9,13.4,19.3,0.00,72,15.5,4.62
2010-05-06,25.3,14.1,19.3,0.10,74,20.6,3.75
2010-05-07,19.5,13.5,16.6,5.50,83,12.0,2.85
2010-05-08,22.0,10.1,16.5,0.00,70,11.5,4.07
2010-05-09,20.1,12.4,16.1,8.10,76,23.7,3.27
2010-05-10,22.3,11.9,17.3,0.00,66,15.9,4.52
2010-05-11,25.5,11.7,19.1,0.00,70,8.1,4.53
2010-05-12,26.2,15.0,20.0,3.70,77,17.4,3.63
2010-05-13,23.8,14.0,18.7,11.70,88,11.2,2.82
2010-05-14,23.5,14.3,19.0,0.40,79,10.9,4.10
2010-05-15,25.6,15.4,19.9,0.70,74,17.9,3.48
2010-05-16,22.5,11.8,17.8,0.90,59,22.7,5.00
2010-05-17,12.4,9.9,11.3,3.50,71,30.7,2.27
2010-05-18,14.5,9.5,12.1,0.00,65,33.4,2.90
2010-05-19,14.8,10.7,12.5,0.00,67,29.1,2.67
2010-05-20,17.4,9.7,13.4,0.10,68,17.6,2.82
2010-05-21,19.9,8.9,14.8,0.00,72,10.1,3.75
2010-05-22,19.5,11.9,15.4,12.40,82,10.9,2.83
2010-05-23,20.6,12.5,16.3,6.10,88,6.7,3.61
2010-05-24,21.9,12.9,17.2,1.40,80,12.6,3.86
2010-05-25,25.2,14.3,20.1,0.00,64,18.1,5.34
2010-05-26,29.0,14.8,22.4,0.00,61,9.7,5.66
2010-05-27,28.5,14.5,22.1,0.00,67,11.3,5.55
2010-05-28,27.4,15.3,22.0,0.00,66,16.9,5.40
2010-05-29,26.3,15.3,21.4,0.90,70,7.9,4.75
2010-05-30,25.7,15.4,21.4,0.10,78,10.2,4.09
2010-05-31,27.4,17.4,21.4,3.30,73,13.8,4.03
2010-06-01,20.3,11.6,14.8,15.50,84,27.5,1.27
2010-06-02,20.3,8.7,15.4,0.00,73,10.5,3.45
2010-06-03,22.1,13.1,17.8,0.00,74,7.6,4.13
2010-06-04,23.6,12.2,18.3,0.10,78,7.3,4.19
2010-06-05,23.4,14.7,19.4,0.20,74,10.8,3.89
2010-06-06,23.7,15.8,19.4,0.60,69,12.0,4.30
2010-06-07,25.6,11.3,19.4,0.00,66,7.6,4.71
2010-06-08,26.8,12.8,21.0,0.00,69,7.2,4.76
2010-06-09,27.0,14.4,21.5,2.70,76,11.3,4.62
2010-06-10,28.3,16.0,23.1,0.00,74,8.3,5.05
2010-06-11,30.1,16.4,24.3,0.00,68,9.2,5.32
2010-06-12,32.9,17.4,25.9,0.00,64,8.2,6.21
2010-06-13,33.1,18.8,26.6,0.00,66,8.8,5.90
2010-06-14,34.0,20.1,27.6,0.20,65,13.0,6.31
2010-06-15,32.0,20.1,26.6,0.50,76,10.8,5.31
2010-06-16,31.0,22.1,26.4,11.70,79,20.0,4.70
2010-06-17,27.1,20.6,23.4,2.80,85,17.1,3.48
2010-06-18,27.0,18.9,23.0,0.00,73,16.8,4.32
2010-06-19,29.4,18.7,24.1,0.50,71,9.5,4.99
2010-06-20,25.3,18.9,22.4,5.40,80,9.7,3.48
2010-06-21,26.5,16.7,21.9,11.40,82,19.8,4.08
2010-06-22,23.4,14.1,19.2,1.10,74,13.8,4.48
2010-06-23,20.3,16.5,17.9,13.30,85,24.4,2.03
2010-06-24,20.7,14.6,17.5,3.50,73,20.9,2.29
2010-06-25,22.8,16.1,19.4,0.10,59,24.9,5.07
2010-06-26,23.0,16.3,19.7,0.60,63,26.3,4.85
2010-06-27,21.8,16.2,18.4,3.70,79,13.0,2.63
2010-06-28,24.9,14.9,20.2,0.30,80,10.0,4.38
2010-06-29,24.4,18.1,20.7,8.50,83,13.2,3.06
2010-06-30,25.6,17.2,21.2,12.50,84,7.9,3.57
2010-07-01,27.8,18.6,22.8,4.50,82,10.0,4.50
2010-07-02,26.6,18.3,22.2,7.00,85,10.6,3.43
2010-07-03,27.2,16.8,22.7,0.40,81,7.6,4.62
2010-07-04,26.0,18.4,22.2,8.50,81,10.0,4.27
2010-07-05,25.7,17.0,21.5,0.30,72,12.8,4.81
2010-07-06,25.8,18.1,22.2,0.00,63,20.9,5.08
2010-07-07,25.4,19.1,22.0,0.00,63,30.5,5.99
2010-07-08,20.1,15.8,18.2,2.10,71,22.2,2.62
2010-07-09,25.5,17.2,21.0,0.00,71,12.9,4.02
2010-07-10,26.2,18.3,22.5,0.00,70,10.9,4.04
2010-07-11,28.5,19.0,24.0,0.50,70,12.1,5.05
2010-07-12,28.5,20.0,24.6,1.50,73,10.2,4.80
2010-07-13,31.2,20.6,26.0,0.00,66,14.4,5.76
2010-07-14,31.8,22.2,26.5,2.20,68,11.8,5.40
2010-07-15,30.2,21.9,25.9,5.50,73,10.2,5.09
2010-07-16,30.7,20.3,25.8,0.30,78,9.7,4.99
2010-07-17,31.0,20.3,26.3,0.00,70,11.5,5.78
2010-07-18,31.7,20.7,26.2,0.70,70,14.5,5.49
2010-07-19,29.8,20.8,25.0,2.30,77,8.7,4.60
2010-07-20,29.1,20.6,25.0,5.20,77,10.8,4.62
2010-07-21,31.0,22.2,26.6,0.00,70,9.7,5.16
2010-07-22,29.5,22.7,25.6,11.70,79,6.6,4.36
2010-07-23,31.1,20.7,26.0,1.20,79,7.1,4.87
2010-07-24,32.1,21.2,27.0,0.20,69,11.4,5.53
2010-07-25,27.7,21.7,24.4,0.90,68,18.8,4.21
2010-07-26,22.2,17.9,19.3,14.30,79,16.4,1.82
2010-07-27,24.7,17.3,20.8,0.10,69,15.1,3.81
2010-07-28,25.2,16.6,21.0,0.00,62,25.7,5.08
2010-07-29,27.6,18.0,22.7,0.00,58,15.5,5.53
2010-07-30,29.1,16.2,23.3,0.00,60,17.0,5.95
2010-07-31,28.9,18.7,24.2,0.00,70,17.0,4.62
2010-08-01,27.8,20.6,23.9,2.00,78,16.9,3.37
2010-08-02,30.6,20.9,25.9,0.00,67,14.5,4.90
2010-08-03,32.3,21.4,27.1,0.20,70,10.7,4.99
2010-08-04,29.6,22.3,25.9,5.80,78,14.3,3.93
2010-08-05,29.3,21.1,25.0,5.50,77,11.2,3.94
2010-08-06,32.4,20.9,26.8,0.00,73,14.1,4.98
2010-08-07,29.4,21.9,25.6,2.00,76,14.3,3.78
2010-08-08,27.5,20.5,23.4,5.40,78,16.4,3.45
2010-08-09,28.6,20.8,24.6,0.00,62,15.3,4.86
2010-08-10,29.8,20.9,25.4,0.00,61,13.4,5.26
2010-08-11,31.1,20.9,25.9,0.00,66,7.7,4.67
2010-08-12,33.2,20.8,27.0,0.30,70,10.1,5.12
2010-08-13,35.0,23.2,28.6,0.30,66,11.2,5.42
2010-08-14,34.6,23.6,28.7,0.00,60,11.9,5.61
2010-08-15,34.2,21.3,28.2,0.00,62,10.1,5.58
2010-08-16,35.0,20.6,27.9,0.00,58,15.0,6.16
2010-08-17,31.2,23.5,27.3,0.00,52,18.4,5.31
2010-08-18,30.9,20.3,25.8,0.00,49,14.5,5.90
2010-08-19,30.9,19.6,25.8,0.00,55,11.9,5.22
2010-08-20,31.4,21.0,26.1,0.00,47,16.2,6.40
2010-08-21,28.4,19.4,24.0,0.00,54,14.5,5.16
2010-08-22,27.5,16.7,22.8,0.00,51,14.2,4.87
2010-08-23,28.0,14.9,22.3,0.00,54,11.5,5.08
2010-08-24,30.7,16.0,23.9,0.00,54,10.1,5.08
2010-08-25,33.2,16.6,25.5,0.00,58,18.1,5.77
2010-08-26,31.0,21.1,26.1,0.00,53,15.8,5.49
2010-08-27,33.7,19.2,26.9,0.00,44,9.9,5.53
2010-08-28,34.5,21.9,28.5,0.00,47,13.6,5.91
2010-08-29,26.6,20.3,23.3,0.00,51,29.6,5.66
2010-08-30,25.2,16.2,20.7,0.20,56,16.8,3.87
2010-08-31,21.3,16.2,19.4,0.60,66,26.2,3.18
2010-09-01,20.4,13.1,16.5,0.00,51,37.6,4.73
2010-09-02,23.4,14.9,18.4,0.00,44,36.3,6.05
2010-09-03,24.6,11.7,18.9,0.00,48,11.7,4.36
2010-09-04,21.3,14.8,18.1,2.00,67,14.0,1.87
2010-09-05,22.0,15.9,18.3,0.10,83,7.9,1.97
2010-09-06,23.8,14.2,19.0,0.00,61,12.6,3.78
2010-09-07,25.4,12.8,19.5,0.00,60,10.1,3.90
2010-09-08,30.3,14.9,22.9,0.00,58,9.4,4.34
2010-09-09,27.4,17.5,22.3,1.50,69,14.7,3.73
2010-09-10,25.9,17.5,21.2,0.50,75,29.0,3.53
2010-09-11,21.4,15.9,18.6,0.00,60,25.9,3.21
2010-09-12,21.6,14.8,17.9,0.50,60,15.3,2.70
2010-09-13,24.2,13.7,19.0,0.00,59,12.7,3.49
2010-09-14,24.1,14.5,19.9,0.00,60,9.8,3.18
2010-09-15,25.1,15.1,20.3,0.00,60,12.0,3.40
2010-09-16,28.1,13.5,21.1,0.00,59,7.3,3.77
2010-09-17,30.0,14.4,22.5,0.00,57,7.7,3.77
2010-09-18,31.0,17.1,24.1,0.00,53,9.7,4.08
2010-09-19,29.9,17.0,23.0,0.10,65,11.9,3.96
2010-09-20,22.1,15.8,19.0,2.60,59,23.7,4.12
2010-09-21,20.7,14.3,17.3,0.00,61,8.1,2.20
2010-09-22,23.0,11.6,17.2,0.00,64,9.8,3.45
2010-09-23,24.2,10.4,17.7,0.00,58,16.2,3.98
2010-09-24,23.1,12.9,18.4,0.00,56,18.8,4.16
2010-09-25,26.8,14.4,20.4,1.70,64,14.2,3.30
2010-09-26,27.7,18.9,21.7,3.90,75,17.8,2.66
2010-09-27,24.3,14.9,19.9,0.00,69,9.1,2.48
2010-09-28,26.8,14.1,20.4,0.00,61,10.6,3.35
2010-09-29,18.4,14.4,16.6,5.40,81,20.6,1.03
2010-09-30,17.4,12.2,14.7,0.00,59,30.9,3.22
2010-10-01,17.0,9.5,13.2,0.00,61,16.7,2.38
2010-10-02,18.4,8.1,13.2,0.00,68,9.0,2.37
2010-10-03,16.3,10.3,12.9,0.80,72,14.8,1.59
2010-10-04,14.1,10.7,12.6,0.00,70,18.8,1.41
2010-10-05,15.9,11.3,12.8,4.50,82,13.4,1.00
2010-10-06,12.9,10.6,11.9,27.50,93,24.1,0.50
2010-10-07,11.5,7.7,9.2,0.10,75,23.7,1.19
2010-10-08,9.2,5.4,7.5,0.00,66,13.5,1.35
2010-10-09,13.8,5.0,9.2,0.50,68,22.2,1.99
2010-10-10,14.2,7.2,10.7,0.00,67,21.0,1.87
2010-10-11,16.0,4.2,10.4,0.00,71,8.2,2.02
2010-10-12,15.1,7.6,11.4,0.00,79,7.6,1.06
2010-10-13,17.7,12.2,14.3,0.00,76,12.2,1.62
2010-10-14,13.4,11.2,12.0,11.30,91,19.9,0.43
2010-10-15,11.9,10.7,11.4,1.90,92,10.3,0.42
2010-10-16,18.3,11.5,13.9,2.20,85,9.4,1.17
2010-10-17,18.4,9.2,13.3,0.00,88,13.7,1.29
2010-10-18,14.8,11.2,13.0,2.60,97,23.3,0.41
2010-10-19,19.2,12.8,14.9,6.90,94,24.4,0.87
2010-10-20,15.6,12.2,13.7,0.20,91,7.2,0.65
2010-10-21,13.9,8.8,11.2,2.10,72,25.4,1.96
2010-10-22,13.1,3.0,8.3,0.00,66,14.4,2.06
2010-10-23,14.8,3.9,8.3,0.00,68,8.9,1.86
2010-10-24,16.2,4.9,9.6,0.00,72,9.4,1.84
2010-10-25,16.0,5.8,10.5,0.00,80,11.3,1.38
2010-10-26,16.5,9.9,12.4,2.60,85,14.2,1.12
2010-10-27,11.5,5.8,9.0,5.90,84,19.2,0.55
2010-10-28,7.2,2.9,5.2,1.20,76,19.5,0.87
2010-10-29,9.8,-0.2,4.3,0.00,72,10.1,1.44
2010-10-30,13.2,-0.3,5.4,0.00,72,9.0,1.62
2010-10-31,13.8,2.8,7.1,0.00,73,9.0,1.52
2010-11-01,12.9,1.3,6.8,0.00,80,8.7,1.29
2010-11-02,12.7,2.6,7.1,0.00,89,7.9,1.07
2010-11-03,12.5,3.3,7.1,0.00,91,6.9,0.97
2010-11-04,20.1,3.8,10.8,0.00,84,9.7,1.59
2010-11-05,22.4,8.0,14.2,0.00,74,15.5,2.17
2010-11-06,21.9,7.8,14.4,0.00,68,12.2,2.07
2010-11-07,20.1,6.1,12.7,0.00,73,9.7,1.74
2010-11-08,22.3,11.1,15.8,0.00,65,17.8,2.21
2010-11-09,20.5,13.8,16.7,0.00,69,15.0,1.58
2010-11-10,24.3,14.2,18.4,0.00,64,18.4,2.67
2010-11-11,20.3,14.6,16.7,0.50,77,10.4,1.12
2010-11-12,19.0,9.5,14.0,0.20,88,7.2,1.26
2010-11-13,20.4,6.9,12.9,0.00,79,9.7,1.53
2010-11-14,20.7,8.0,13.1,0.00,80,9.6,1.42
2010-11-15,21.3,8.7,14.4,0.00,79,10.2,1.44
2010-11-16,19.9,7.8,13.5,0.00,83,9.0,1.27
2010-11-17,17.3,7.5,11.9,0.00,88,7.1,0.98
2010-11-18,17.9,8.4,11.9,2.30,85,8.9,1.29
2010-11-19,17.5,5.9,11.0,0.40,81,7.4,1.03
2010-11-20,16.0,7.4,11.3,2.50,87,10.1,1.00
2010-11-21,14.6,5.7,9.3,0.00,92,11.6,0.85
2010-11-22,15.2,4.9,9.6,0.10,85,14.1,0.97
2010-11-23,11.9,6.5,9.0,4.60,94,12.6,0.49
2010-11-24,10.9,5.6,7.7,0.00,82,16.7,0.98
2010-11-25,9.9,3.5,6.1,0.90,75,11.7,0.96
2010-11-26,12.1,1.5,6.2,0.30,83,11.6,0.92
2010-11-27,12.5,3.0,7.4,0.50,83,8.4,0.72
2010-11-28,13.9,4.7,8.6,0.00,84,12.3,0.83
2010-11-29,21.4,7.7,12.5,0.40,83,18.5,1.41
2010-11-30,10.6,5.2,7.8,0.00,79,8.1,0.49
2010-12-01,7.1,1.3,4.9,0.60,92,21.5,0.25
2010-12-02,5.8,0.7,2.6,8.60,95,11.5,0.40
2010-12-03,10.9,1.9,5.3,0.00,95,10.6,0.51
2010-12-04,6.3,4.8,5.8,29.90,98,15.7,0.17
2010-12-05,6.2,1.2,3.7,2.70,82,18.4,0.59
2010-12-06,9.8,-2.1,2.8,0.00,81,8.9,0.80
2010-12-07,11.2,-0.2,4.6,0.00,83,6.2,0.75
2010-12-08,15.5,3.5,8.0,0.00,86,8.3,0.90
2010-12-09,20.2,5.6,11.5,0.70,76,40.0,1.45
2010-12-10,5.2,-0.9,2.2,0.40,57,38.2,1.79
2010-12-11,1.8,-3.2,-1.0,0.00,60,19.0,1.06
2010-12-12,3.9,-5.1,-0.9,0.00,64,12.2,0.69
2010-12-13,3.7,-1.1,1.5,0.80,83,13.8,0.44
2010-12-14,2.1,-1.6,-0.2,0.00,64,24.1,1.02
2010-12-15,0.4,-5.3,-2.4,0.00,55,21.6,1.04
2010-12-16,-2.9,-5.8,-4.1,2.90,72,13.8,0.37
2010-12-17,-2.2,-7.2,-4.4,1.90,82,13.4,0.44
2010-12-18,4.6,-8.4,-3.1,0.30,68,14.7,0.78
2010-12-19,0.6,-6.5,-2.8,1.20,83,17.4,0.62
2010-12-20,0.2,-7.6,-3.4,0.00,86,9.8,0.33
2010-12-21,5.5,-4.7,-0.4,0.00,93,7.8,0.58
2010-12-22,6.2,-1.9,1.4,0.00,95,5.5,0.61
2010-12-23,9.1,-0.5,3.0,0.00,93,9.4,0.64
2010-12-24,11.6,-0.3,4.7,0.00,91,8.1,0.62
2010-12-25,16.4,3.0,7.6,1.80,90,11.2,0.82
2010-12-26,5.2,1.8,3.9,0.90,85,17.8,0.55
2010-12-27,1.6,-1.0,0.5,4.80,91,12.3,0.26
2010-12-28,-0.7,-8.8,-3.2,0.70,80,21.1,0.56
2010-12-29,-0.5,-8.4,-4.7,0.00,70,10.8,0.67
2010-12-30,-1.1,-10.1,-6.3,0.00,82,6.6,0.48
2010-12-31,1.5,-8.4,-4.9,0.00,81,7.0,0.55
2011-01-01,5.4,-6.4,-1.9,0.00,77,12.3,0.75
2011-01-02,7.4,-4.3,0.2,0.00,76,11.2,0.84
2011-01-03,0.3,-1.0,-0.3,4.40,88,9.0,0.26
2011-01-04,-0.9,-9.9,-3.0,0.90,90,11.0,0.45
2011-01-05,-3.5,-11.4,-8.1,0.00,92,11.8,0.36
2011-01-06,-2.3,-9.6,-6.5,0.00,93,7.4,0.42
2011-01-07,-1.6,-11.0,-6.4,0.00,92,7.4,0.37
2011-01-08,1.5,-7.0,-2.9,0.00,93,7.6,0.57
2011-01-09,10.4,-3.2,2.2,0.00,87,8.7,0.83
2011-01-10,4.9,-3.2,0.6,0.00,96,8.7,0.56
2011-01-11,4.7,-0.8,1.4,0.00,98,8.2,0.44
2011-01-12,5.1,-0.2,2.3,0.00,98,4.8,0.44
2011-01-13,9.5,1.3,4.5,0.10,90,9.8,0.69
2011-01-14,11.0,2.1,6.2,0.00,86,13.0,0.71
2011-01-15,15.9,4.9,9.6,4.00,83,27.2,1.11
2011-01-16,10.5,5.8,7.7,0.90,81,25.3,0.89
2011-01-17,10.2,0.6,5.1,0.00,83,8.3,0.87
2011-01-18,8.8,-0.8,2.9,0.00,91,5.5,0.75
2011-01-19,6.1,-0.7,2.0,0.00,95,6.7,0.59
2011-01-20,4.1,1.0,2.2,0.00,95,7.0,0.37
2011-01-21,5.0,1.2,2.8,0.20,93,10.8,0.42
2011-01-22,2.8,0.3,1.7,9.80,98,9.2,0.24
2011-01-23,0.2,-2.6,-0.6,3.80,92,12.6,0.39
2011-01-24,-0.0,-6.5,-3.2,0.10,84,13.8,0.61
2011-01-25,-1.5,-7.7,-3.6,0.00,89,11.2,0.41
2011-01-26,-3.7,-14.4,-8.7,0.00,90,8.6,0.54
2011-01-27,-1.4,-12.4,-7.5,0.00,90,8.7,0.66
2011-01-28,-2.6,-11.3,-6.5,0.00,90,12.7,0.36
2011-01-29,-1.4,-7.7,-4.2,0.00,85,11.7,0.48
2011-01-30,-1.1,-9.4,-5.8,0.00,88,9.4,0.73
2011-01-31,-0.9,-9.1,-5.4,0.00,89,8.8,0.68
2011-02-01,-0.7,-8.6,-5.0,0.00,86,9.7,0.66
2011-02-02,1.9,-9.5,-4.8,0.00,78,10.8,0.90
2011-02-03,-1.0,-11.9,-7.3,0.00,76,13.1,0.80
2011-02-04,3.3,-9.4,-3.8,0.00,69,12.3,1.09
2011-02-05,11.9,-4.3,2.5,0.00,64,18.2,1.73
2011-02-06,15.0,5.0,9.0,0.00,50,28.7,2.98
2011-02-07,14.6,1.6,7.4,0.00,69,17.8,1.76
2011-02-08,17.1,-1.9,6.4,0.00,69,12.7,1.72
2011-02-09,11.6,2.1,6.7,0.00,63,23.1,2.02
2011-02-10,9.1,-1.4,3.4,0.00,66,15.2,1.54
2011-02-11,10.3,-2.1,2.9,0.00,73,10.0,1.38
2011-02-12,15.3,0.2,7.3,0.00,48,37.8,2.93
2011-02-13,6.9,-2.6,2.2,0.00,62,16.9,1.50
2011-02-14,4.8,-1.4,1.6,0.50,72,11.4,0.82
2011-02-15,1.2,-2.4,-0.5,0.00,73,15.8,0.83
2011-02-16,4.2,-3.2,-0.3,0.00,67,16.6,1.09
