latitude,longitude,elevation,utc_offset_seconds,timezone,timezone_abbreviation
41.581722,23.246754,273.0,10800,Europe/Sofia,GMT+3

time,temperature_2m_max (°C),temperature_2m_min (°C),temperature_2m_mean (°C),precipitation_sum (mm),relative_humidity_2m_mean (%),wind_speed_10m_max (km/h),et0_fao_evapotranspiration (mm)
2010-01-01,13.7,7.3,9.9,0.00,87,4.7,0.84
2010-01-02,10.9,7.8,9.2,0.50,83,9.7,0.78
2010-01-03,8.8,-2.3,5.5,0.50,76,10.0,0.97
2010-01-04,3.6,-3.7,-0.4,0.00,55,9.7,1.04
2010-01-05,2.9,-1.9,0.9,6.80,79,7.3,0.35
2010-01-06,10.0,3.1,7.7,9.50,96,7.1,0.32
2010-01-07,14.1,7.5,10.8,3.90,95,7.7,0.69
2010-01-08,13.5,2.9,8.4,0.00,90,8.1,0.74
2010-01-09,13.2,7.6,10.0,0.60,93,11.9,0.69
2010-01-10,11.7,7.5,10.0,6.10,90,8.7,0.81
2010-01-11,10.6,4.5,7.4,0.30,75,7.9,1.09
2010-01-12,9.4,5.5,7.2,0.20,75,4.2,0.68
2010-01-13,8.8,3.7,6.2,2.70,81,6.5,0.96
2010-01-14,8.4,4.4,6.1,1.20,80,5.0,0.81
2010-01-15,7.1,4.0,5.4,1.30,88,5.2,0.52
2010-01-16,7.4,1.8,4.6,0.80,77,5.2,0.81
2010-01-17,5.5,1.1,3.1,0.60,81,4.6,0.75
2010-01-18,8.3,2.0,4.9,0.90,80,7.6,0.87
2010-01-19,5.2,-1.0,1.7,0.00,74,7.9,0.76
2010-01-20,4.2,0.2,1.9,0.50,72,6.5,0.67
2010-01-21,5.2,1.2,2.9,0.00,68,6.0,0.91
2010-01-22,6.1,1.1,3.3,0.00,60,5.6,0.92
2010-01-23,2.1,-1.5,0.0,1.30,65,5.1,0.65
2010-01-24,2.6,-2.5,-0.5,0.00,59,4.3,0.92
2010-01-25,0.6,-3.7,-1.9,1.40,69,6.3,0.81
2010-01-26,-0.2,-5.3,-3.1,0.00,79,5.8,0.67
2010-01-27,0.3,-3.4,-2.1,0.00,78,4.7,0.58
2010-01-28,2.5,-2.5,-0.4,4.00,88,5.0,0.69
2010-01-29,6.3,0.1,3.6,4.10,83,5.5,1.07
2010-01-30,6.6,4.1,4.9,1.90,91,7.5,0.48
2010-01-31,7.6,4.3,6.0,12.00,96,7.6,0.51
2010-02-01,6.7,-1.4,4.0,10.70,92,8.4,0.50
2010-02-02,2.1,-5.3,-2.0,0.00,70,9.8,1.02
2010-02-03,2.4,-7.2,-1.7,0.00,59,7.6,1.16
2010-02-04,6.5,0.4,3.1,0.00,53,9.7,1.52
2010-02-05,4.2,-5.7,0.7,0.60,85,7.2,0.81
2010-02-06,3.0,-0.0,1.5,13.60,96,8.8,0.36
2010-02-07,9.0,0.9,4.5,1.10,81,8.7,0.94
2010-02-08,2.1,-4.4,-0.2,8.40,83,8.8,0.68
2010-02-09,3.1,-10.6,-2.7,0.00,78,9.4,1.15
2010-02-10,4.4,-2.0,1.8,20.90,89,9.4,0.39
2010-02-11,8.5,4.3,6.9,6.20,95,6.4,0.82
2010-02-12,7.5,4.4,5.8,4.20,94,8.9,0.91
2010-02-13,7.1,1.8,5.3,11.80,84,9.9,1.18
2010-02-14,7.6,1.7,4.3,9.10,80,7.1,0.78
2010-02-15,5.9,3.3,4.6,10.50,83,13.2,1.11
2010-02-16,7.6,0.3,3.9,0.10,72,5.8,1.30
2010-02-17,9.8,3.9,6.6,5.20,91,6.9,0.66
2010-02-18,12.8,6.5,9.3,0.40,89,7.7,1.38
2010-02-19,12.6,3.1,8.8,0.00,79,8.3,1.75
2010-02-20,14.3,7.8,11.4,2.10,83,8.7,1.58
2010-02-21,11.8,1.8,8.0,3.30,81,13.4,1.53
2010-02-22,8.3,-0.0,4.2,0.00,60,8.4,1.51
2010-02-23,10.6,3.5,7.0,0.40,81,6.7,1.30
2010-02-24,12.8,1.3,8.0,0.40,88,6.6,1.34
2010-02-25,12.2,4.5,8.3,8.00,89,8.5,1.09
2010-02-26,13.4,0.5,7.1,0.30,83,8.6,1.88
2010-02-27,11.9,4.3,8.1,3.00,85,13.6,1.49
2010-02-28,11.5,0.2,5.8,0.00,73,9.2,1.83
2010-03-01,14.5,6.9,10.1,0.10,71,5.6,1.56
2010-03-02,15.0,7.5,11.1,3.50,81,11.6,1.80
2010-03-03,14.4,4.5,9.7,0.20,71,8.2,2.14
2010-03-04,10.4,4.7,8.1,3.40,82,10.5,1.01
2010-03-05,12.3,3.7,8.4,3.20,86,8.0,1.22
2010-03-06,5.8,-1.2,2.1,0.90,68,13.6,1.49
2010-03-07,6.8,-0.9,2.9,0.00,48,7.0,1.82
2010-03-08,2.9,-0.9,0.6,16.90,82,6.5,0.57
2010-03-09,5.2,-1.4,1.4,10.30,83,6.1,1.39
2010-03-10,4.8,-0.1,2.3,5.10,88,7.8,1.20
2010-03-11,6.5,1.3,3.9,4.90,89,7.1,1.57
2010-03-12,9.2,1.2,5.4,0.60,77,9.8,1.83
2010-03-13,9.1,-0.1,5.5,0.00,67,9.7,2.14
2010-03-14,9.0,-0.3,4.3,0.00,63,9.1,2.30
2010-03-15,10.0,-0.6,4.9,0.00,64,13.3,2.11
2010-03-16,11.3,2.4,6.4,0.00,55,8.4,2.62
2010-03-17,10.5,3.9,7.3,0.00,53,14.4,2.58
2010-03-18,13.3,3.8,8.4,0.00,50,8.8,2.73
2010-03-19,14.2,4.7,9.8,0.00,55,6.3,2.93
2010-03-20,14.3,1.8,9.2,0.00,72,6.4,2.64
2010-03-21,18.2,2.1,11.4,0.00,67,6.9,2.96
2010-03-22,21.5,7.6,15.6,0.00,63,7.4,3.17
2010-03-23,17.9,12.2,15.2,1.30,76,5.2,1.23
2010-03-24,16.8,12.4,14.7,2.50,81,5.1,1.54
2010-03-25,17.8,7.4,13.8,0.20,77,5.8,2.29
2010-03-26,17.6,11.1,14.3,0.00,78,6.4,2.55
2010-03-27,17.7,5.9,12.8,0.00,80,7.3,3.08
2010-03-28,11.6,8.7,9.9,6.70,89,15.1,1.28
2010-03-29,17.4,6.7,12.1,0.00,60,14.2,3.25
2010-03-30,18.5,6.6,13.5,0.00,52,9.0,3.57
2010-03-31,18.0,11.3,14.6,0.80,66,8.7,2.86
2010-04-01,19.4,10.2,15.5,0.00,60,9.3,3.49
2010-04-02,17.8,8.8,13.9,1.30,64,6.8,2.26
2010-04-03,19.0,8.0,14.1,0.00,62,9.5,3.50
2010-04-04,18.6,8.5,14.4,0.00,61,8.4,3.47
2010-04-05,16.3,7.1,12.8,2.20,76,6.2,2.25
2010-04-06,14.9,6.5,10.9,0.90,74,14.6,2.94
2010-04-07,15.1,5.7,10.6,0.40,71,9.4,2.63
2010-04-08,16.5,6.4,12.1,1.40,68,8.0,3.01
2010-04-09,17.5,10.0,13.6,0.70,68,5.2,2.81
2010-04-10,16.8,8.2,12.5,6.80,74,4.6,2.83
2010-04-11,15.7,5.2,11.5,0.80,80,6.9,2.59
2010-04-12,13.9,9.2,11.1,2.40,88,5.8,1.61
2010-04-13,14.2,8.8,11.4,0.10,83,7.0,1.94
2010-04-14,13.3,8.6,11.0,7.60,86,5.9,1.49
2010-04-15,15.6,9.1,12.2,5.90,85,5.9,1.57
2010-04-16,19.6,7.6,14.2,0.60,84,7.2,2.47
2010-04-17,17.7,10.9,15.1,13.60,84,7.4,1.93
2010-04-18,17.4,11.2,14.3,7.10,86,6.9,2.01
2010-04-19,15.9,11.3,13.5,5.00,87,8.1,1.80
2010-04-20,16.3,10.5,13.0,8.30,87,10.1,2.16
2010-04-21,19.7,9.5,14.4,1.70,68,9.8,3.81
2010-04-22,21.0,9.5,16.8,0.10,53,9.0,4.41
2010-04-23,21.3,12.3,17.6,0.00,61,10.9,3.72
2010-04-24,19.6,14.2,16.7,0.90,62,5.9,2.81
2010-04-25,21.9,9.9,17.6,0.00,61,5.8,3.67
2010-04-26,20.0,11.9,16.8,0.00,60,7.9,3.04
2010-04-27,21.5,8.7,16.5,0.00,52,7.9,4.60
2010-04-28,21.1,9.7,16.1,0.00,52,6.9,4.40
2010-04-29,21.2,9.9,16.6,0.30,59,5.2,3.92
2010-04-30,22.2,11.9,17.6,0.00,59,9.0,4.23
2010-05-01,23.4,13.0,18.7,0.00,63,8.0,4.54
2010-05-02,24.0,13.4,19.5,0.00,66,7.2,4.58
2010-05-03,24.0,15.4,20.0,0.00,65,8.0,4.62
2010-05-04,25.8,14.9,21.1,0.00,62,7.9,4.93
2010-05-05,25.4,16.8,21.5,0.00,57,8.6,4.71
2010-05-06,24.9,17.4,20.7,0.40,59,11.3,4.73
2010-05-07,22.3,16.1,19.5,0.10,56,11.3,4.53
2010-05-08,19.9,11.0,16.5,0.20,61,7.0,2.99
2010-05-09,22.6,13.7,18.4,1.40,64,11.8,4.56
2010-05-10,24.6,12.4,19.6,0.00,53,8.4,5.21
2010-05-11,27.0,16.1,22.4,0.00,51,9.2,4.85
2010-05-12,26.5,18.4,22.8,0.40,54,11.7,4.82
2010-05-13,26.6,16.1,22.3,0.00,53,10.0,4.74
2010-05-14,26.3,17.9,22.6,0.00,51,8.7,5.52
2010-05-15,22.7,15.4,18.4,39.20,78,10.7,1.34
2010-05-16,19.1,11.4,15.4,3.10,79,9.7,3.48
2010-05-17,16.8,9.5,13.3,1.30,76,13.8,2.57
2010-05-18,16.0,7.3,11.8,0.00,74,15.8,2.82
2010-05-19,17.2,7.8,12.8,0.00,68,10.7,3.29
2010-05-20,18.8,9.4,14.8,0.00,60,7.4,4.27
2010-05-21,18.1,12.8,15.6,3.50,75,6.3,2.21
2010-05-22,19.7,10.1,15.7,4.10,76,6.8,3.49
2010-05-23,20.0,10.0,16.1,5.20,80,5.8,3.25
2010-05-24,22.2,12.2,17.9,1.60,73,8.7,4.03
2010-05-25,24.9,12.6,20.3,0.00,62,6.9,4.89
2010-05-26,27.4,14.7,22.7,0.00,54,7.1,5.55
2010-05-27,28.8,16.1,24.2,0.00,50,7.7,5.73
2010-05-28,26.2,17.4,22.1,1.30,61,7.9,3.22
2010-05-29,27.2,15.3,22.4,0.00,66,6.8,4.57
2010-05-30,27.7,18.7,23.3,1.50,63,11.1,4.61
2010-05-31,26.4,19.2,22.8,0.60,65,15.5,4.09
2010-06-01,21.3,17.1,19.6,8.10,76,9.6,2.04
2010-06-02,21.4,12.3,17.9,0.00,62,8.3,4.30
2010-06-03,21.5,15.3,18.5,0.60,71,6.1,3.60
2010-06-04,23.5,14.6,19.5,0.30,75,7.1,4.01
2010-06-05,21.8,15.5,19.3,10.10,81,5.5,2.52
2010-06-06,23.2,13.6,19.2,11.30,81,6.5,3.56
2010-06-07,26.5,11.5,20.4,0.00,67,7.9,5.25
2010-06-08,27.6,15.8,23.2,0.00,57,6.1,5.40
2010-06-09,28.7,19.1,24.7,0.00,54,4.8,5.09
2010-06-10,29.8,17.1,24.9,0.00,59,5.6,5.15
2010-06-11,30.6,18.1,26.1,0.00,58,4.8,5.54
2010-06-12,31.9,21.2,27.4,0.70,58,6.0,5.97
2010-06-13,32.1,21.7,27.2,1.10,64,5.5,5.16
2010-06-14,32.4,22.4,27.5,0.70,65,6.8,5.74
2010-06-15,33.6,21.2,27.6,2.30,66,6.3,5.33
2010-06-16,33.0,22.0,28.1,1.40,64,6.9,5.61
2010-06-17,32.9,21.8,28.3,1.20,60,6.2,5.88
2010-06-18,27.1,20.6,23.8,8.00,76,6.4,3.86
2010-06-19,27.0,18.6,22.5,9.20,76,8.3,4.72
2010-06-20,22.5,18.0,20.5,8.00,85,8.2,2.63
2010-06-21,25.5,15.9,20.8,8.40,82,9.7,4.05
2010-06-22,22.4,14.0,18.5,0.20,77,8.6,3.68
2010-06-23,21.7,13.5,18.1,0.00,74,13.2,3.45
2010-06-24,19.5,14.4,16.7,3.30,77,8.9,2.31
2010-06-25,23.0,13.4,18.4,0.00,70,9.2,3.87
2010-06-26,24.1,15.4,20.0,0.00,61,12.3,4.53
2010-06-27,23.1,15.9,20.3,0.60,63,5.6,3.62
2010-06-28,24.4,17.8,21.1,1.20,71,5.1,3.66
2010-06-29,25.2,14.9,20.8,1.50,78,8.4,3.62
2010-06-30,26.8,16.9,22.1,0.60,76,7.9,4.24
2010-07-01,26.3,18.2,23.3,1.90,72,5.4,3.74
2010-07-02,26.6,19.3,23.7,3.00,74,5.5,3.77
2010-07-03,25.8,18.6,22.7,12.10,80,6.4,3.12
2010-07-04,29.4,19.7,25.2,0.10,64,6.3,5.50
2010-07-05,28.7,18.4,24.6,0.00,54,7.0,6.16
2010-07-06,28.8,19.1,24.8,0.00,54,9.5,5.69
2010-07-07,28.1,17.1,23.3,0.00,62,8.6,5.29
2010-07-08,23.0,14.6,19.3,1.70,68,11.2,3.85
2010-07-09,25.4,14.8,20.5,0.00,70,8.0,4.07
2010-07-10,26.9,17.1,22.8,0.10,66,7.4,4.31
2010-07-11,28.4,19.7,25.0,0.00,62,5.8,4.44
2010-07-12,29.9,21.3,26.4,0.00,61,5.7,5.02
2010-07-13,31.0,19.5,26.3,0.00,62,6.6,5.37
2010-07-14,31.2,20.1,26.9,0.00,60,7.2,4.93
2010-07-15,31.4,20.9,27.1,0.00,64,7.6,4.72
2010-07-16,32.1,21.7,28.0,0.00,60,7.1,5.08
2010-07-17,32.7,21.3,28.3,0.00,57,5.8,5.44
2010-07-18,31.8,22.2,28.3,0.00,57,5.0,5.20
2010-07-19,30.5,20.8,26.8,1.00,59,5.8,4.75
2010-07-20,30.5,19.6,26.0,0.90,64,7.2,4.47
2010-07-21,31.7,20.7,27.0,0.60,62,5.2,4.54
2010-07-22,30.3,21.7,26.8,0.00,66,6.2,4.42
2010-07-23,32.1,20.2,27.5,0.00,64,7.7,5.09
2010-07-24,33.7,22.8,28.8,1.20,54,9.3,5.91
2010-07-25,28.9,21.9,25.6,1.60,69,5.4,4.17
2010-07-26,23.5,19.5,21.5,18.00,83,5.0,2.20
2010-07-27,24.5,18.8,21.5,3.50,77,8.9,3.77
2010-07-28,26.0,16.9,22.2,0.00,62,8.9,4.81
2010-07-29,28.7,16.4,23.7,0.00,53,7.6,5.68
2010-07-30,29.7,20.1,25.5,0.00,58,6.7,5.31
2010-07-31,29.9,20.7,26.1,0.00,62,6.5,5.41
2010-08-01,29.5,20.5,25.7,0.10,66,6.7,4.49
2010-08-02,31.9,18.4,25.9,0.00,67,7.6,5.36
2010-08-03,32.0,21.7,27.9,0.00,62,4.7,4.56
2010-08-04,32.1,24.0,28.4,0.40,60,6.4,4.39
2010-08-05,30.4,22.2,26.6,0.10,66,6.8,4.34
2010-08-06,30.3,22.7,26.9,0.50,65,10.4,4.68
2010-08-07,29.2,22.5,26.2,0.30,77,6.6,3.98
2010-08-08,31.3,19.9,26.3,0.70,67,6.6,5.20
2010-08-09,30.9,18.5,25.6,0.00,67,7.9,4.77
2010-08-10,31.0,19.8,26.6,0.00,63,7.6,4.77
2010-08-11,32.4,21.6,27.7,0.30,61,7.4,4.46
2010-08-12,34.2,21.5,28.9,0.00,55,8.7,5.40
2010-08-13,34.0,23.0,29.9,0.00,50,5.9,4.81
2010-08-14,34.1,23.1,29.9,0.00,55,6.4,4.43
2010-08-15,34.9,23.4,30.1,0.00,53,6.3,5.15
2010-08-16,33.1,25.0,29.9,0.00,55,6.5,4.95
2010-08-17,32.9,25.8,30.1,0.00,54,8.4,4.86
2010-08-18,33.1,22.0,28.7,0.00,55,7.7,5.28
2010-08-19,32.2,25.3,29.0,0.00,57,6.8,4.60
2010-08-20,32.5,20.9,27.6,0.00,59,7.6,4.98
2010-08-21,31.3,21.3,26.8,0.00,53,7.6,4.93
2010-08-22,30.0,21.3,25.9,0.10,55,5.8,4.79
2010-08-23,30.2,18.6,25.2,0.00,51,5.6,5.12
2010-08-24,31.6,20.8,26.6,0.00,49,5.6,5.12
2010-08-25,34.1,20.2,28.2,0.00,44,6.4,5.30
2010-08-26,33.7,21.0,28.2,0.00,53,6.6,5.29
2010-08-27,32.0,21.7,27.6,0.00,55,7.4,4.88
2010-08-28,33.0,21.7,28.1,0.00,59,7.9,5.16
2010-08-29,30.7,20.8,26.7,0.00,57,8.8,4.94
2010-08-30,24.9,20.5,22.1,1.80,75,6.8,1.99
2010-08-31,26.8,18.0,22.6,1.30,74,9.9,3.51
2010-09-01,20.6,11.2,16.3,0.00,61,18.3,3.89
2010-09-02,23.4,13.3,18.2,0.00,49,10.3,4.41
2010-09-03,25.0,14.6,20.4,0.00,49,7.1,3.95
2010-09-04,21.7,17.1,18.8,6.00,76,5.0,0.78
2010-09-05,24.7,15.8,20.6,0.00,71,5.8,2.99
2010-09-06,24.0,19.2,21.6,0.30,64,4.8,2.96
2010-09-07,26.1,17.8,22.3,0.00,62,7.6,3.54
2010-09-08,27.2,18.3,23.3,0.00,62,7.0,4.04
2010-09-09,29.7,19.6,25.1,0.00,60,7.4,3.99
2010-09-10,29.3,20.7,25.2,0.00,60,10.5,4.36
2010-09-11,25.6,17.8,21.9,1.10,69,3.7,2.77
2010-09-12,22.0,15.2,18.8,0.20,73,5.5,2.41
2010-09-13,24.0,17.9,20.7,0.50,65,6.2,2.85
2010-09-14,24.2,16.6,21.1,0.00,59,5.2,2.81
2010-09-15,25.7,17.6,22.1,0.00,57,6.0,3.04
2010-09-16,27.3,17.1,22.9,0.00,52,7.5,3.87
2010-09-17,28.3,16.5,23.5,0.00,52,7.9,4.04
2010-09-18,29.6,18.3,24.7,0.00,50,6.1,4.11
2010-09-19,30.0,19.2,25.2,0.00,51,7.1,4.09
2010-09-20,25.5,16.5,22.4,0.10,62,7.9,3.36
2010-09-21,24.2,14.2,19.6,0.00,63,7.5,3.05
2010-09-22,25.6,17.0,21.2,0.00,61,5.9,3.16
2010-09-23,25.4,13.0,20.2,0.00,54,5.8,3.54
2010-09-24,24.0,13.3,19.2,0.00,59,6.5,3.13
2010-09-25,21.1,16.6,18.5,7.20,83,10.9,1.43
2010-09-26,23.6,18.2,20.1,10.00,91,7.8,1.81
2010-09-27,23.8,15.9,19.9,0.00,73,7.9,2.61
2010-09-28,25.4,16.7,21.2,0.00,64,7.7,3.08
2010-09-29,21.8,13.6,18.4,7.10,86,8.5,0.97
2010-09-30,20.1,10.0,15.3,0.00,68,9.5,3.10
2010-10-01,19.3,12.0,16.2,0.00,55,7.5,2.55
2010-10-02,20.5,14.6,17.4,1.40,61,5.8,2.49
2010-10-03,17.8,10.5,14.6,5.70,84,5.2,1.45
2010-10-04,13.9,12.0,13.0,8.50,95,4.7,0.47
2010-10-05,15.7,11.5,13.2,4.40,89,4.7,1.01
2010-10-06,14.2,12.4,13.2,20.70,97,7.0,0.41
2010-10-07,13.4,11.1,12.7,14.50,90,3.3,0.62
2010-10-08,13.6,5.8,9.7,3.70,71,7.9,1.93
2010-10-09,13.5,4.0,9.0,0.00,61,6.7,2.19
2010-10-10,15.3,5.9,10.6,0.00,63,7.1,2.21
2010-10-11,13.2,8.1,10.5,3.20,71,4.8,1.21
2010-10-12,15.3,9.6,12.7,16.90,89,4.4,0.65
2010-10-13,19.6,9.9,15.2,3.30,90,6.9,1.46
2010-10-14,17.9,14.5,15.9,9.10,95,5.2,0.65
2010-10-15,16.4,14.0,15.0,18.80,94,3.1,0.75
2010-10-16,16.1,12.1,14.2,6.60,94,4.2,0.92
2010-10-17,18.6,9.9,14.1,0.00,88,5.6,1.64
2010-10-18,19.3,13.8,16.2,16.00,85,5.9,1.05
2010-10-19,18.6,14.0,15.8,11.50,92,6.8,1.26
2010-10-20,17.5,12.1,15.2,0.00,81,6.8,1.19
2010-10-21,18.9,9.7,14.5,0.10,83,9.3,1.84
2010-10-22,14.2,5.8,10.3,0.00,75,8.8,1.43
2010-10-23,15.0,4.6,10.3,0.00,78,5.5,1.93
2010-10-24,14.9,4.5,10.1,0.00,77,5.3,1.85
2010-10-25,13.2,4.6,9.3,3.40,84,6.9,1.11
2010-10-26,19.9,9.4,14.8,9.70,82,5.3,1.61
2010-10-27,16.8,11.3,14.1,10.70,89,6.3,0.83
2010-10-28,10.9,3.0,6.7,22.00,83,8.0,0.71
2010-10-29,10.9,-0.5,5.3,0.00,64,8.0,1.68
2010-10-30,11.6,2.5,6.5,0.00,59,4.5,1.62
2010-10-31,14.0,1.5,7.8,0.00,62,5.4,1.70
2010-11-01,14.6,2.4,8.3,0.00,57,5.5,1.77
2010-11-02,15.6,4.1,10.0,0.00,50,5.6,1.81
2010-11-03,17.5,5.7,12.1,0.00,55,5.5,1.59
2010-11-04,22.1,7.5,14.7,0.40,74,7.4,1.86
2010-11-05,22.2,7.4,14.9,0.00,72,7.8,1.92
2010-11-06,21.2,6.7,14.0,0.00,62,7.4,1.95
2010-11-07,20.4,7.3,13.7,0.00,64,6.3,1.83
2010-11-08,16.4,11.3,14.0,5.20,84,8.3,0.89
2010-11-09,15.9,12.6,14.2,33.90,96,9.5,0.45
2010-11-10,18.6,13.9,16.0,5.20,92,11.8,1.05
2010-11-11,20.4,13.9,17.3,0.00,80,7.5,1.58
2010-11-12,19.9,11.8,16.0,0.00,74,7.2,1.61
2010-11-13,19.0,6.9,13.7,0.00,76,6.2,1.51
2010-11-14,22.1,11.7,16.6,0.00,67,5.5,1.64
2010-11-15,23.2,11.1,17.3,0.00,60,6.2,1.76
2010-11-16,19.0,12.2,15.9,0.00,72,5.6,1.40
2010-11-17,15.4,9.4,12.8,3.80,90,8.5,0.90
2010-11-18,15.3,9.6,12.6,1.00,85,5.9,1.18
2010-11-19,16.5,8.3,12.6,0.00,78,6.1,1.24
2010-11-20,15.8,6.4,12.1,0.30,86,5.9,1.01
2010-11-21,15.6,4.6,10.7,0.00,84,7.1,1.27
2010-11-22,12.9,8.3,10.9,0.70,92,9.4,0.43
2010-11-23,13.6,10.0,11.7,23.50,96,8.8,0.53
2010-11-24,12.3,6.1,9.3,1.20,92,7.7,0.86
2010-11-25,11.7,3.5,8.4,0.00,83,5.5,0.95
2010-11-26,10.2,7.0,8.5,5.60,88,6.1,0.40
2010-11-27,13.5,7.8,10.8,4.50,93,4.6,0.53
2010-11-28,15.7,6.6,10.8,0.60,89,6.7,0.72
2010-11-29,17.0,10.3,14.2,11.10,93,7.6,0.82
2010-11-30,15.1,8.1,12.5,0.00,85,5.0,0.52
2010-12-01,16.3,10.9,13.6,1.30,87,7.4,0.74
2010-12-02,17.4,14.3,15.8,14.50,89,5.9,0.60
2010-12-03,18.6,13.9,15.8,3.40,85,8.4,1.09
2010-12-04,15.5,8.1,12.4,28.70,93,8.9,0.38
2010-12-05,8.9,1.1,5.6,0.00,76,8.4,1.00
2010-12-06,6.8,1.9,4.3,0.00,76,4.7,0.78
2010-12-07,11.5,3.0,6.8,0.00,75,3.7,0.92
2010-12-08,15.4,6.4,10.2,0.00,79,5.4,1.04
2010-12-09,16.4,8.0,11.6,0.40,85,4.5,0.99
2010-12-10,8.3,-1.6,3.3,0.60,64,14.2,1.14
2010-12-11,2.3,-3.2,-1.1,0.00,55,16.1,1.06
2010-12-12,5.0,-3.5,0.6,0.00,56,6.9,0.90
2010-12-13,3.6,0.6,2.3,7.10,83,6.4,0.31
2010-12-14,2.6,-1.6,0.7,0.00,77,8.2,0.73
2010-12-15,0.9,-3.3,-1.2,0.00,60,6.8,0.76
2010-12-16,0.0,-4.3,-1.8,4.80,68,6.8,0.42
2010-12-17,1.2,-10.6,-3.1,0.00,77,9.1,0.68
2010-12-18,3.7,-7.5,-1.3,4.00,65,7.9,0.77
2010-12-19,8.8,1.1,4.8,1.70,81,7.0,0.83
2010-12-20,8.6,2.7,5.8,2.30,89,5.8,0.32
2010-12-21,13.2,6.6,9.2,0.00,94,6.1,0.71
2010-12-22,12.5,3.4,7.9,0.00,94,6.4,0.80
2010-12-23,11.7,4.2,7.7,0.00,95,5.0,0.57
2010-12-24,12.6,4.5,8.1,1.30,88,8.9,0.76
2010-12-25,12.9,8.4,10.7,14.60,96,9.2,0.55
2010-12-26,12.1,4.7,9.0,0.40,91,7.0,0.57
2010-12-27,9.8,5.3,8.1,4.70,92,5.5,0.43
2010-12-28,6.6,-1.4,3.1,0.00,80,8.4,0.76
2010-12-29,5.9,1.3,3.0,0.00,52,5.7,0.99
2010-12-30,5.9,0.6,2.6,0.00,49,4.6,0.96
2010-12-31,7.0,-1.6,2.4,0.00,53,5.4,1.02
2011-01-01,8.1,-2.8,2.7,0.00,57,5.9,1.02
2011-01-02,8.3,1.4,4.7,0.00,54,5.4,0.94
2011-01-03,4.6,0.3,2.8,5.40,87,7.6,0.31
2011-01-04,3.5,-2.2,0.6,0.00,77,7.6,0.59
2011-01-05,4.0,0.8,2.1,0.00,82,4.5,0.51
2011-01-06,5.6,1.4,2.9,0.00,81,5.7,0.74
2011-01-07,6.6,0.4,3.0,0.00,73,4.4,0.84
2011-01-08,10.8,-0.3,4.7,0.00,75,5.1,1.00
2011-01-09,13.2,1.0,6.7,0.00,74,6.2,1.09
2011-01-10,11.6,-0.2,5.7,0.00,71,5.0,1.07
2011-01-11,9.6,2.1,5.8,0.00,83,4.2,0.79
2011-01-12,11.5,4.6,8.0,0.10,86,5.3,0.82
2011-01-13,12.5,2.3,7.6,0.00,83,6.6,1.08
2011-01-14,11.8,2.3,7.1,0.00,85,7.8,0.84
2011-01-15,15.1,5.2,9.4,3.20,85,8.6,1.13
2011-01-16,11.6,3.7,7.1,0.50,79,10.6,1.19
2011-01-17,10.1,0.6,5.3,0.00,70,8.4,1.17
2011-01-18,12.0,2.5,6.7,0.00,66,5.6,1.23
2011-01-19,12.4,3.7,7.1,0.00,69,5.2,1.24
2011-01-20,8.7,5.1,6.6,0.00,82,4.3,0.64
2011-01-21,10.3,6.0,7.9,1.40,88,6.1,0.59
2011-01-22,9.3,6.5,7.7,5.00,91,6.0,0.39
2011-01-23,9.1,4.3,6.5,8.40,85,6.3,1.07
2011-01-24,6.9,0.5,3.3,0.60,82,7.0,1.00
2011-01-25,2.0,-4.1,-1.0,1.10,72,7.9,0.80
2011-01-26,1.8,-5.7,-2.2,0.00,54,5.8,0.94
2011-01-27,5.0,-4.9,-0.2,0.00,54,5.1,1.18
2011-01-28,7.7,-0.6,3.3,0.40,67,6.6,0.81
2011-01-29,6.9,0.2,3.0,0.50,70,6.6,1.05
2011-01-30,4.8,-0.7,1.7,1.60,81,5.7,0.84
2011-01-31,6.2,-3.8,1.3,0.00,68,5.4,1.15
2011-02-01,4.7,-4.4,0.0,1.20,66,4.9,1.06
2011-02-02,6.6,-5.5,-0.1,0.00,44,5.5,1.34
2011-02-03,9.3,-3.7,2.3,0.00,48,8.0,1.41
2011-02-04,8.2,-3.2,1.7,0.00,53,9.0,1.52
2011-02-05,11.8,-0.6,4.7,0.00,52,8.3,1.84
2011-02-06,15.3,2.3,7.3,0.00,56,10.9,2.11
2011-02-07,14.5,2.2,7.7,0.00,64,11.2,1.91
2011-02-08,15.4,2.5,8.2,0.00,55,9.0,1.88
2011-02-09,14.6,2.0,7.7,0.00,51,9.4,2.12
2011-02-10,10.8,0.3,5.9,0.00,48,8.7,1.88
2011-02-11,9.2,1.8,5.3,0.00,53,4.8,1.58
2011-02-12,13.3,3.7,7.5,0.00,51,9.0,2.08
2011-02-13,11.9,4.9,8.0,0.00,73,8.9,1.38
2011-02-14,9.4,5.5,7.2,4.00,90,5.9,0.88
2011-02-15,8.5,0.6,4.6,6.70,92,6.6,0.92
2011-02-16,5.7,1.7,3.7,4.30,93,6.3,0.73
2011-02-17,7.8,1.2,4.2,4.40,92,5.8,0.57
2011-02-18,12.3,4.4,8.4,2.60,90,8.9,0.83
2011-02-19,12.3,5.6,8.7,4.90,82,8.0,1.10
2011-02-20,10.6,4.2,7.3,1.80,73,6.8,1.45
2011-02-21,6.0,2.1,4.2,4.00,90,7.7,0.67
